month,direction,metric,weekpart,season,sum_flow,sample_count
Feb,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Summer,30390.0,37
Feb,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Summer,371.0,37
Feb,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Summer,527559.0,37
Feb,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Summer,0.0,37
Feb,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Summer,27.0,37
Jan,All directions,art3,All weeks,Summer,37670.0,44
Jan,All directions,art4,All weeks,Summer,26822.0,44
Jan,All directions,art5,All weeks,Summer,11327.0,44
Jan,All directions,art6,All weeks,Summer,55432.0,44
Jan,All directions,bd,All weeks,Summer,9719.0,44
Jan,All directions,drt,All weeks,Summer,56.0,44
Jan,All directions,sv,All weeks,Summer,19489149.0,44
Jan,All directions,svt,All weeks,Summer,228548.0,44
Jan,All directions,t4,All weeks,Summer,28342.0,44
Jan,All directions,tb2,All weeks,Summer,1378820.0,44
Jan,All directions,tb3,All weeks,Summer,71966.0,44
Jan,All directions,total_flow,All weeks,Summer,21339015.0,44
Jan,All directions,trt,All weeks,Summer,3.0,44
Jan,All directions,ucv,All weeks,Summer,1161.0,44
Jan,Eastbound Centre Lane,art3,All weeks,Summer,13080.0,44
Jan,Eastbound Centre Lane,art4,All weeks,Summer,9616.0,44
Jan,Eastbound Centre Lane,art5,All weeks,Summer,4666.0,44
Jan,Eastbound Centre Lane,art6,All weeks,Summer,26350.0,44
Jan,Eastbound Centre Lane,bd,All weeks,Summer,4490.0,44
Jan,Eastbound Centre Lane,drt,All weeks,Summer,12.0,44
Jan,Eastbound Centre Lane,sv,All weeks,Summer,5467209.0,44
Jan,Eastbound Centre Lane,svt,All weeks,Summer,70391.0,44
Jan,Eastbound Centre Lane,t4,All weeks,Summer,11422.0,44
Jan,Eastbound Centre Lane,tb2,All weeks,Summer,418310.0,44
Jan,Eastbound Centre Lane,tb3,All weeks,Summer,27578.0,44
Jan,Eastbound Centre Lane,total_flow,All weeks,Summer,6053201.0,44
Jan,Eastbound Centre Lane,trt,All weeks,Summer,0.0,44
Jan,Eastbound Centre Lane,ucv,All weeks,Summer,77.0,44
Jan,Eastbound Left Lane,art3,All weeks,Summer,1836.0,44
Jan,Eastbound Left Lane,art4,All weeks,Summer,1183.0,44
Jan,Eastbound Left Lane,art5,All weeks,Summer,317.0,44
Jan,Eastbound Left Lane,art6,All weeks,Summer,905.0,44
Jan,Eastbound Left Lane,bd,All weeks,Summer,92.0,44
Jan,Eastbound Left Lane,drt,All weeks,Summer,1.0,44
Jan,Eastbound Left Lane,sv,All weeks,Summer,1457007.0,44
Jan,Eastbound Left Lane,svt,All weeks,Summer,11530.0,44
Jan,Eastbound Left Lane,t4,All weeks,Summer,1206.0,44
Jan,Eastbound Left Lane,tb2,All weeks,Summer,79804.0,44
Jan,Eastbound Left Lane,tb3,All weeks,Summer,2597.0,44
Jan,Eastbound Left Lane,total_flow,All weeks,Summer,1556488.0,44
Jan,Eastbound Left Lane,trt,All weeks,Summer,0.0,44
Jan,Eastbound Left Lane,ucv,All weeks,Summer,10.0,44
Jan,Eastbound Right Lane,art3,All weeks,Summer,3286.0,44
Jan,Eastbound Right Lane,art4,All weeks,Summer,2382.0,44
Jan,Eastbound Right Lane,art5,All weeks,Summer,811.0,44
Jan,Eastbound Right Lane,art6,All weeks,Summer,3325.0,44
Jan,Eastbound Right Lane,bd,All weeks,Summer,504.0,44
Jan,Eastbound Right Lane,drt,All weeks,Summer,10.0,44
Jan,Eastbound Right Lane,sv,All weeks,Summer,3019756.0,44
Jan,Eastbound Right Lane,svt,All weeks,Summer,34741.0,44
Jan,Eastbound Right Lane,t4,All weeks,Summer,1797.0,44
Jan,Eastbound Right Lane,tb2,All weeks,Summer,159099.0,44
Jan,Eastbound Right Lane,tb3,All weeks,Summer,5294.0,44
Jan,Eastbound Right Lane,total_flow,All weeks,Summer,3231039.0,44
Jan,Eastbound Right Lane,trt,All weeks,Summer,1.0,44
Jan,Eastbound Right Lane,ucv,All weeks,Summer,33.0,44
Jan,Westbound Centre Lane,art3,All weeks,Summer,4575.0,44
Jan,Westbound Centre Lane,art4,All weeks,Summer,3250.0,44
Jan,Westbound Centre Lane,art5,All weeks,Summer,1097.0,44
Jan,Westbound Centre Lane,art6,All weeks,Summer,2004.0,44
Jan,Westbound Centre Lane,bd,All weeks,Summer,375.0,44
Jan,Westbound Centre Lane,drt,All weeks,Summer,6.0,44
Jan,Westbound Centre Lane,sv,All weeks,Summer,2828210.0,44
Jan,Westbound Centre Lane,svt,All weeks,Summer,29233.0,44
Jan,Westbound Centre Lane,t4,All weeks,Summer,2331.0,44
Jan,Westbound Centre Lane,tb2,All weeks,Summer,186444.0,44
Jan,Westbound Centre Lane,tb3,All weeks,Summer,6350.0,44
Jan,Westbound Centre Lane,total_flow,All weeks,Summer,3064411.0,44
Jan,Westbound Centre Lane,trt,All weeks,Summer,2.0,44
Jan,Westbound Centre Lane,ucv,All weeks,Summer,534.0,44
Jan,Westbound Left Lane,art3,All weeks,Summer,14660.0,44
Jan,Westbound Left Lane,art4,All weeks,Summer,10274.0,44
Jan,Westbound Left Lane,art5,All weeks,Summer,4426.0,44
Jan,Westbound Left Lane,art6,All weeks,Summer,22822.0,44
Jan,Westbound Left Lane,bd,All weeks,Summer,4255.0,44
Jan,Westbound Left Lane,drt,All weeks,Summer,27.0,44
Jan,Westbound Left Lane,sv,All weeks,Summer,6365608.0,44
Jan,Westbound Left Lane,svt,All weeks,Summer,80994.0,44
Jan,Westbound Left Lane,t4,All weeks,Summer,11539.0,44
Jan,Westbound Left Lane,tb2,All weeks,Summer,515186.0,44
Jan,Westbound Left Lane,tb3,All weeks,Summer,29950.0,44
Jan,Westbound Left Lane,total_flow,All weeks,Summer,7060229.0,44
Jan,Westbound Left Lane,trt,All weeks,Summer,0.0,44
Jan,Westbound Left Lane,ucv,All weeks,Summer,488.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Summer,233.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Summer,117.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Summer,10.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Summer,26.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Summer,3.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Summer,0.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Summer,351359.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Summer,1659.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Summer,47.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Summer,19977.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Summer,197.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Summer,373647.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Summer,0.0,44
Jan,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Summer,19.0,44
Jul,All directions,art3,All weeks,Winter,23247.0,30
Jul,All directions,art4,All weeks,Winter,17542.0,30
Jul,All directions,art5,All weeks,Winter,6700.0,30
Jul,All directions,art6,All weeks,Winter,38382.0,30
Jul,All directions,bd,All weeks,Winter,6647.0,30
Jul,All directions,drt,All weeks,Winter,33.0,30
Jul,All directions,sv,All weeks,Winter,13050838.0,30
Jul,All directions,svt,All weeks,Winter,115563.0,30
Jul,All directions,t4,All weeks,Winter,21637.0,30
Jul,All directions,tb2,All weeks,Winter,1038011.0,30
Jul,All directions,tb3,All weeks,Winter,51138.0,30
Jul,All directions,total_flow,All weeks,Winter,14370507.0,30
Jul,All directions,trt,All weeks,Winter,1.0,30
Jul,All directions,ucv,All weeks,Winter,768.0,30
Jul,Eastbound Centre Lane,art3,All weeks,Winter,8335.0,30
Jul,Eastbound Centre Lane,art4,All weeks,Winter,6238.0,30
Jul,Eastbound Centre Lane,art5,All weeks,Winter,3037.0,30
Jul,Eastbound Centre Lane,art6,All weeks,Winter,19319.0,30
Jul,Eastbound Centre Lane,bd,All weeks,Winter,3124.0,30
Jul,Eastbound Centre Lane,drt,All weeks,Winter,9.0,30
Jul,Eastbound Centre Lane,sv,All weeks,Winter,3761596.0,30
Jul,Eastbound Centre Lane,svt,All weeks,Winter,36150.0,30
Jul,Eastbound Centre Lane,t4,All weeks,Winter,9161.0,30
Jul,Eastbound Centre Lane,tb2,All weeks,Winter,312465.0,30
Jul,Eastbound Centre Lane,tb3,All weeks,Winter,20519.0,30
Jul,Eastbound Centre Lane,total_flow,All weeks,Winter,4179982.0,30
Jul,Eastbound Centre Lane,trt,All weeks,Winter,0.0,30
Jul,Eastbound Centre Lane,ucv,All weeks,Winter,29.0,30
Jul,Eastbound Left Lane,art3,All weeks,Winter,1272.0,30
Jul,Eastbound Left Lane,art4,All weeks,Winter,786.0,30
Jul,Eastbound Left Lane,art5,All weeks,Winter,158.0,30
Jul,Eastbound Left Lane,art6,All weeks,Winter,504.0,30
Jul,Eastbound Left Lane,bd,All weeks,Winter,45.0,30
Jul,Eastbound Left Lane,drt,All weeks,Winter,0.0,30
Jul,Eastbound Left Lane,sv,All weeks,Winter,1022741.0,30
Jul,Eastbound Left Lane,svt,All weeks,Winter,6010.0,30
Jul,Eastbound Left Lane,t4,All weeks,Winter,1011.0,30
Jul,Eastbound Left Lane,tb2,All weeks,Winter,60375.0,30
Jul,Eastbound Left Lane,tb3,All weeks,Winter,2013.0,30
Jul,Eastbound Left Lane,total_flow,All weeks,Winter,1094926.0,30
Jul,Eastbound Left Lane,trt,All weeks,Winter,0.0,30
Jul,Eastbound Left Lane,ucv,All weeks,Winter,11.0,30
Jul,Eastbound Right Lane,art3,All weeks,Winter,1522.0,30
Jul,Eastbound Right Lane,art4,All weeks,Winter,1560.0,30
Jul,Eastbound Right Lane,art5,All weeks,Winter,244.0,30
Jul,Eastbound Right Lane,art6,All weeks,Winter,1136.0,30
Jul,Eastbound Right Lane,bd,All weeks,Winter,208.0,30
Jul,Eastbound Right Lane,drt,All weeks,Winter,4.0,30
Jul,Eastbound Right Lane,sv,All weeks,Winter,1904027.0,30
Jul,Eastbound Right Lane,svt,All weeks,Winter,16783.0,30
Jul,Eastbound Right Lane,t4,All weeks,Winter,931.0,30
Jul,Eastbound Right Lane,tb2,All weeks,Winter,115229.0,30
Jul,Eastbound Right Lane,tb3,All weeks,Winter,2728.0,30
Jul,Eastbound Right Lane,total_flow,All weeks,Winter,2044392.0,30
Jul,Eastbound Right Lane,trt,All weeks,Winter,0.0,30
Jul,Eastbound Right Lane,ucv,All weeks,Winter,20.0,30
Jul,Westbound Centre Lane,art3,All weeks,Winter,3094.0,30
Jul,Westbound Centre Lane,art4,All weeks,Winter,2247.0,30
Jul,Westbound Centre Lane,art5,All weeks,Winter,553.0,30
Jul,Westbound Centre Lane,art6,All weeks,Winter,1467.0,30
Jul,Westbound Centre Lane,bd,All weeks,Winter,155.0,30
Jul,Westbound Centre Lane,drt,All weeks,Winter,5.0,30
Jul,Westbound Centre Lane,sv,All weeks,Winter,1877613.0,30
Jul,Westbound Centre Lane,svt,All weeks,Winter,15513.0,30
Jul,Westbound Centre Lane,t4,All weeks,Winter,1755.0,30
Jul,Westbound Centre Lane,tb2,All weeks,Winter,142487.0,30
Jul,Westbound Centre Lane,tb3,All weeks,Winter,4801.0,30
Jul,Westbound Centre Lane,total_flow,All weeks,Winter,2050040.0,30
Jul,Westbound Centre Lane,trt,All weeks,Winter,1.0,30
Jul,Westbound Centre Lane,ucv,All weeks,Winter,349.0,30
Jul,Westbound Left Lane,art3,All weeks,Winter,8820.0,30
Jul,Westbound Left Lane,art4,All weeks,Winter,6579.0,30
Jul,Westbound Left Lane,art5,All weeks,Winter,2695.0,30
Jul,Westbound Left Lane,art6,All weeks,Winter,15930.0,30
Jul,Westbound Left Lane,bd,All weeks,Winter,3113.0,30
Jul,Westbound Left Lane,drt,All weeks,Winter,14.0,30
Jul,Westbound Left Lane,sv,All weeks,Winter,4173264.0,30
Jul,Westbound Left Lane,svt,All weeks,Winter,39886.0,30
Jul,Westbound Left Lane,t4,All weeks,Winter,8722.0,30
Jul,Westbound Left Lane,tb2,All weeks,Winter,387270.0,30
Jul,Westbound Left Lane,tb3,All weeks,Winter,20876.0,30
Jul,Westbound Left Lane,total_flow,All weeks,Winter,4667515.0,30
Jul,Westbound Left Lane,trt,All weeks,Winter,0.0,30
Jul,Westbound Left Lane,ucv,All weeks,Winter,346.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Winter,204.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Winter,132.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Winter,13.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Winter,26.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Winter,2.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Winter,1.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Winter,311597.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Winter,1221.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Winter,57.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Winter,20185.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Winter,201.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Winter,333652.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Winter,0.0,30
Jul,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Winter,13.0,30
Jun,All directions,art3,All weeks,Winter,22789.0,30
Jun,All directions,art4,All weeks,Winter,16909.0,30
Jun,All directions,art5,All weeks,Winter,7109.0,30
Jun,All directions,art6,All weeks,Winter,35464.0,30
Jun,All directions,bd,All weeks,Winter,6103.0,30
Jun,All directions,drt,All weeks,Winter,46.0,30
Jun,All directions,sv,All weeks,Winter,12511230.0,30
Jun,All directions,svt,All weeks,Winter,113814.0,30
Jun,All directions,t4,All weeks,Winter,20709.0,30
Jun,All directions,tb2,All weeks,Winter,994488.0,30
Jun,All directions,tb3,All weeks,Winter,47609.0,30
Jun,All directions,total_flow,All weeks,Winter,13776981.0,30
Jun,All directions,trt,All weeks,Winter,3.0,30
Jun,All directions,ucv,All weeks,Winter,708.0,30
Jun,Eastbound Centre Lane,art3,All weeks,Winter,8357.0,30
Jun,Eastbound Centre Lane,art4,All weeks,Winter,6037.0,30
Jun,Eastbound Centre Lane,art5,All weeks,Winter,3269.0,30
Jun,Eastbound Centre Lane,art6,All weeks,Winter,17912.0,30
Jun,Eastbound Centre Lane,bd,All weeks,Winter,2899.0,30
Jun,Eastbound Centre Lane,drt,All weeks,Winter,12.0,30
Jun,Eastbound Centre Lane,sv,All weeks,Winter,3609410.0,30
Jun,Eastbound Centre Lane,svt,All weeks,Winter,35649.0,30
Jun,Eastbound Centre Lane,t4,All weeks,Winter,8684.0,30
Jun,Eastbound Centre Lane,tb2,All weeks,Winter,299805.0,30
Jun,Eastbound Centre Lane,tb3,All weeks,Winter,19124.0,30
Jun,Eastbound Centre Lane,total_flow,All weeks,Winter,4011184.0,30
Jun,Eastbound Centre Lane,trt,All weeks,Winter,0.0,30
Jun,Eastbound Centre Lane,ucv,All weeks,Winter,26.0,30
Jun,Eastbound Left Lane,art3,All weeks,Winter,1197.0,30
Jun,Eastbound Left Lane,art4,All weeks,Winter,828.0,30
Jun,Eastbound Left Lane,art5,All weeks,Winter,125.0,30
Jun,Eastbound Left Lane,art6,All weeks,Winter,405.0,30
Jun,Eastbound Left Lane,bd,All weeks,Winter,38.0,30
Jun,Eastbound Left Lane,drt,All weeks,Winter,0.0,30
Jun,Eastbound Left Lane,sv,All weeks,Winter,995103.0,30
Jun,Eastbound Left Lane,svt,All weeks,Winter,5911.0,30
Jun,Eastbound Left Lane,t4,All weeks,Winter,950.0,30
Jun,Eastbound Left Lane,tb2,All weeks,Winter,58535.0,30
Jun,Eastbound Left Lane,tb3,All weeks,Winter,2000.0,30
Jun,Eastbound Left Lane,total_flow,All weeks,Winter,1065096.0,30
Jun,Eastbound Left Lane,trt,All weeks,Winter,0.0,30
Jun,Eastbound Left Lane,ucv,All weeks,Winter,4.0,30
Jun,Eastbound Right Lane,art3,All weeks,Winter,1485.0,30
Jun,Eastbound Right Lane,art4,All weeks,Winter,1515.0,30
Jun,Eastbound Right Lane,art5,All weeks,Winter,269.0,30
Jun,Eastbound Right Lane,art6,All weeks,Winter,1153.0,30
Jun,Eastbound Right Lane,bd,All weeks,Winter,204.0,30
Jun,Eastbound Right Lane,drt,All weeks,Winter,1.0,30
Jun,Eastbound Right Lane,sv,All weeks,Winter,1815303.0,30
Jun,Eastbound Right Lane,svt,All weeks,Winter,16186.0,30
Jun,Eastbound Right Lane,t4,All weeks,Winter,1001.0,30
Jun,Eastbound Right Lane,tb2,All weeks,Winter,110979.0,30
Jun,Eastbound Right Lane,tb3,All weeks,Winter,2469.0,30
Jun,Eastbound Right Lane,total_flow,All weeks,Winter,1950577.0,30
Jun,Eastbound Right Lane,trt,All weeks,Winter,0.0,30
Jun,Eastbound Right Lane,ucv,All weeks,Winter,12.0,30
Jun,Westbound Centre Lane,art3,All weeks,Winter,3104.0,30
Jun,Westbound Centre Lane,art4,All weeks,Winter,2298.0,30
Jun,Westbound Centre Lane,art5,All weeks,Winter,615.0,30
Jun,Westbound Centre Lane,art6,All weeks,Winter,1295.0,30
Jun,Westbound Centre Lane,bd,All weeks,Winter,169.0,30
Jun,Westbound Centre Lane,drt,All weeks,Winter,8.0,30
Jun,Westbound Centre Lane,sv,All weeks,Winter,1819974.0,30
Jun,Westbound Centre Lane,svt,All weeks,Winter,16096.0,30
Jun,Westbound Centre Lane,t4,All weeks,Winter,1761.0,30
Jun,Westbound Centre Lane,tb2,All weeks,Winter,139342.0,30
Jun,Westbound Centre Lane,tb3,All weeks,Winter,4711.0,30
Jun,Westbound Centre Lane,total_flow,All weeks,Winter,1989713.0,30
Jun,Westbound Centre Lane,trt,All weeks,Winter,2.0,30
Jun,Westbound Centre Lane,ucv,All weeks,Winter,338.0,30
Jun,Westbound Left Lane,art3,All weeks,Winter,8379.0,30
Jun,Westbound Left Lane,art4,All weeks,Winter,6106.0,30
Jun,Westbound Left Lane,art5,All weeks,Winter,2803.0,30
Jun,Westbound Left Lane,art6,All weeks,Winter,14648.0,30
Jun,Westbound Left Lane,bd,All weeks,Winter,2792.0,30
Jun,Westbound Left Lane,drt,All weeks,Winter,23.0,30
Jun,Westbound Left Lane,sv,All weeks,Winter,3936798.0,30
Jun,Westbound Left Lane,svt,All weeks,Winter,38655.0,30
Jun,Westbound Left Lane,t4,All weeks,Winter,8260.0,30
Jun,Westbound Left Lane,tb2,All weeks,Winter,364110.0,30
Jun,Westbound Left Lane,tb3,All weeks,Winter,19022.0,30
Jun,Westbound Left Lane,total_flow,All weeks,Winter,4401911.0,30
Jun,Westbound Left Lane,trt,All weeks,Winter,1.0,30
Jun,Westbound Left Lane,ucv,All weeks,Winter,314.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Winter,267.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Winter,125.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Winter,28.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Winter,51.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Winter,1.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Winter,2.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Winter,334642.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Winter,1317.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Winter,53.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Winter,21717.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Winter,283.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Winter,358500.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Winter,0.0,30
Jun,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Winter,14.0,30
Mar,All directions,art3,All weeks,Autumn,35405.0,40
Mar,All directions,art4,All weeks,Autumn,25672.0,40
Mar,All directions,art5,All weeks,Autumn,10098.0,40
Mar,All directions,art6,All weeks,Autumn,50303.0,40
Mar,All directions,bd,All weeks,Autumn,9334.0,40
Mar,All directions,drt,All weeks,Autumn,77.0,40
Mar,All directions,sv,All weeks,Autumn,17023620.0,40
Mar,All directions,svt,All weeks,Autumn,180954.0,40
Mar,All directions,t4,All weeks,Autumn,28105.0,40
Mar,All directions,tb2,All weeks,Autumn,1327050.0,40
Mar,All directions,tb3,All weeks,Autumn,66205.0,40
Mar,All directions,total_flow,All weeks,Autumn,18757890.0,40
Mar,All directions,trt,All weeks,Autumn,3.0,40
Mar,All directions,ucv,All weeks,Autumn,1064.0,40
Mar,Eastbound Centre Lane,art3,All weeks,Autumn,12749.0,40
Mar,Eastbound Centre Lane,art4,All weeks,Autumn,9508.0,40
Mar,Eastbound Centre Lane,art5,All weeks,Autumn,4300.0,40
Mar,Eastbound Centre Lane,art6,All weeks,Autumn,25064.0,40
Mar,Eastbound Centre Lane,bd,All weeks,Autumn,4512.0,40
Mar,Eastbound Centre Lane,drt,All weeks,Autumn,22.0,40
Mar,Eastbound Centre Lane,sv,All weeks,Autumn,4861719.0,40
Mar,Eastbound Centre Lane,svt,All weeks,Autumn,58452.0,40
Mar,Eastbound Centre Lane,t4,All weeks,Autumn,11906.0,40
Mar,Eastbound Centre Lane,tb2,All weeks,Autumn,401228.0,40
Mar,Eastbound Centre Lane,tb3,All weeks,Autumn,26614.0,40
Mar,Eastbound Centre Lane,total_flow,All weeks,Autumn,5416126.0,40
Mar,Eastbound Centre Lane,trt,All weeks,Autumn,0.0,40
Mar,Eastbound Centre Lane,ucv,All weeks,Autumn,52.0,40
Mar,Eastbound Left Lane,art3,All weeks,Autumn,1572.0,40
Mar,Eastbound Left Lane,art4,All weeks,Autumn,1144.0,40
Mar,Eastbound Left Lane,art5,All weeks,Autumn,266.0,40
Mar,Eastbound Left Lane,art6,All weeks,Autumn,813.0,40
Mar,Eastbound Left Lane,bd,All weeks,Autumn,89.0,40
Mar,Eastbound Left Lane,drt,All weeks,Autumn,0.0,40
Mar,Eastbound Left Lane,sv,All weeks,Autumn,1342807.0,40
Mar,Eastbound Left Lane,svt,All weeks,Autumn,9292.0,40
Mar,Eastbound Left Lane,t4,All weeks,Autumn,1236.0,40
Mar,Eastbound Left Lane,tb2,All weeks,Autumn,76856.0,40
Mar,Eastbound Left Lane,tb3,All weeks,Autumn,2686.0,40
Mar,Eastbound Left Lane,total_flow,All weeks,Autumn,1436766.0,40
Mar,Eastbound Left Lane,trt,All weeks,Autumn,0.0,40
Mar,Eastbound Left Lane,ucv,All weeks,Autumn,5.0,40
Mar,Eastbound Right Lane,art3,All weeks,Autumn,2726.0,40
Mar,Eastbound Right Lane,art4,All weeks,Autumn,2258.0,40
Mar,Eastbound Right Lane,art5,All weeks,Autumn,452.0,40
Mar,Eastbound Right Lane,art6,All weeks,Autumn,1937.0,40
Mar,Eastbound Right Lane,bd,All weeks,Autumn,258.0,40
Mar,Eastbound Right Lane,drt,All weeks,Autumn,0.0,40
Mar,Eastbound Right Lane,sv,All weeks,Autumn,2580076.0,40
Mar,Eastbound Right Lane,svt,All weeks,Autumn,26248.0,40
Mar,Eastbound Right Lane,t4,All weeks,Autumn,1345.0,40
Mar,Eastbound Right Lane,tb2,All weeks,Autumn,152035.0,40
Mar,Eastbound Right Lane,tb3,All weeks,Autumn,3594.0,40
Mar,Eastbound Right Lane,total_flow,All weeks,Autumn,2770958.0,40
Mar,Eastbound Right Lane,trt,All weeks,Autumn,0.0,40
Mar,Eastbound Right Lane,ucv,All weeks,Autumn,29.0,40
Mar,Westbound Centre Lane,art3,All weeks,Autumn,4893.0,40
Mar,Westbound Centre Lane,art4,All weeks,Autumn,3490.0,40
Mar,Westbound Centre Lane,art5,All weeks,Autumn,1047.0,40
Mar,Westbound Centre Lane,art6,All weeks,Autumn,2134.0,40
Mar,Westbound Centre Lane,bd,All weeks,Autumn,440.0,40
Mar,Westbound Centre Lane,drt,All weeks,Autumn,21.0,40
Mar,Westbound Centre Lane,sv,All weeks,Autumn,2479775.0,40
Mar,Westbound Centre Lane,svt,All weeks,Autumn,25899.0,40
Mar,Westbound Centre Lane,t4,All weeks,Autumn,2436.0,40
Mar,Westbound Centre Lane,tb2,All weeks,Autumn,191075.0,40
Mar,Westbound Centre Lane,tb3,All weeks,Autumn,6522.0,40
Mar,Westbound Centre Lane,total_flow,All weeks,Autumn,2718209.0,40
Mar,Westbound Centre Lane,trt,All weeks,Autumn,2.0,40
Mar,Westbound Centre Lane,ucv,All weeks,Autumn,475.0,40
Mar,Westbound Left Lane,art3,All weeks,Autumn,13037.0,40
Mar,Westbound Left Lane,art4,All weeks,Autumn,9025.0,40
Mar,Westbound Left Lane,art5,All weeks,Autumn,3982.0,40
Mar,Westbound Left Lane,art6,All weeks,Autumn,20268.0,40
Mar,Westbound Left Lane,bd,All weeks,Autumn,4030.0,40
Mar,Westbound Left Lane,drt,All weeks,Autumn,34.0,40
Mar,Westbound Left Lane,sv,All weeks,Autumn,5290288.0,40
Mar,Westbound Left Lane,svt,All weeks,Autumn,58960.0,40
Mar,Westbound Left Lane,t4,All weeks,Autumn,11061.0,40
Mar,Westbound Left Lane,tb2,All weeks,Autumn,475320.0,40
Mar,Westbound Left Lane,tb3,All weeks,Autumn,26439.0,40
Mar,Westbound Left Lane,total_flow,All weeks,Autumn,5912907.0,40
Mar,Westbound Left Lane,trt,All weeks,Autumn,1.0,40
Mar,Westbound Left Lane,ucv,All weeks,Autumn,462.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Autumn,428.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Autumn,247.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Autumn,51.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Autumn,87.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Autumn,5.0,40
