month,direction,metric,weekpart,season,sum_flow,sample_count
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Autumn,0.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Autumn,468955.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Autumn,2103.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Autumn,121.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Autumn,30536.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Autumn,350.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Autumn,502924.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Autumn,0.0,40
Mar,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Autumn,41.0,40
May,All directions,art3,All weeks,Autumn,28196.0,34
May,All directions,art4,All weeks,Autumn,20854.0,34
May,All directions,art5,All weeks,Autumn,8253.0,34
May,All directions,art6,All weeks,Autumn,45320.0,34
May,All directions,bd,All weeks,Autumn,8145.0,34
May,All directions,drt,All weeks,Autumn,56.0,34
May,All directions,sv,All weeks,Autumn,14745926.0,34
May,All directions,svt,All weeks,Autumn,136123.0,34
May,All directions,t4,All weeks,Autumn,25825.0,34
May,All directions,tb2,All weeks,Autumn,1175025.0,34
May,All directions,tb3,All weeks,Autumn,60578.0,34
May,All directions,total_flow,All weeks,Autumn,16255194.0,34
May,All directions,trt,All weeks,Autumn,3.0,34
May,All directions,ucv,All weeks,Autumn,890.0,34
May,Eastbound Centre Lane,art3,All weeks,Autumn,10228.0,34
May,Eastbound Centre Lane,art4,All weeks,Autumn,7427.0,34
May,Eastbound Centre Lane,art5,All weeks,Autumn,3790.0,34
May,Eastbound Centre Lane,art6,All weeks,Autumn,22626.0,34
May,Eastbound Centre Lane,bd,All weeks,Autumn,3813.0,34
May,Eastbound Centre Lane,drt,All weeks,Autumn,14.0,34
May,Eastbound Centre Lane,sv,All weeks,Autumn,4219122.0,34
May,Eastbound Centre Lane,svt,All weeks,Autumn,42569.0,34
May,Eastbound Centre Lane,t4,All weeks,Autumn,11006.0,34
May,Eastbound Centre Lane,tb2,All weeks,Autumn,354685.0,34
May,Eastbound Centre Lane,tb3,All weeks,Autumn,24645.0,34
May,Eastbound Centre Lane,total_flow,All weeks,Autumn,4699964.0,34
May,Eastbound Centre Lane,trt,All weeks,Autumn,0.0,34
May,Eastbound Centre Lane,ucv,All weeks,Autumn,39.0,34
May,Eastbound Left Lane,art3,All weeks,Autumn,1451.0,34
May,Eastbound Left Lane,art4,All weeks,Autumn,974.0,34
May,Eastbound Left Lane,art5,All weeks,Autumn,190.0,34
May,Eastbound Left Lane,art6,All weeks,Autumn,656.0,34
May,Eastbound Left Lane,bd,All weeks,Autumn,38.0,34
May,Eastbound Left Lane,drt,All weeks,Autumn,0.0,34
May,Eastbound Left Lane,sv,All weeks,Autumn,1176096.0,34
May,Eastbound Left Lane,svt,All weeks,Autumn,7281.0,34
May,Eastbound Left Lane,t4,All weeks,Autumn,1144.0,34
May,Eastbound Left Lane,tb2,All weeks,Autumn,69445.0,34
May,Eastbound Left Lane,tb3,All weeks,Autumn,2393.0,34
May,Eastbound Left Lane,total_flow,All weeks,Autumn,1259670.0,34
May,Eastbound Left Lane,trt,All weeks,Autumn,0.0,34
May,Eastbound Left Lane,ucv,All weeks,Autumn,2.0,34
May,Eastbound Right Lane,art3,All weeks,Autumn,1829.0,34
May,Eastbound Right Lane,art4,All weeks,Autumn,1756.0,34
May,Eastbound Right Lane,art5,All weeks,Autumn,331.0,34
May,Eastbound Right Lane,art6,All weeks,Autumn,1474.0,34
May,Eastbound Right Lane,bd,All weeks,Autumn,224.0,34
May,Eastbound Right Lane,drt,All weeks,Autumn,2.0,34
May,Eastbound Right Lane,sv,All weeks,Autumn,2171587.0,34
May,Eastbound Right Lane,svt,All weeks,Autumn,19769.0,34
May,Eastbound Right Lane,t4,All weeks,Autumn,1102.0,34
May,Eastbound Right Lane,tb2,All weeks,Autumn,127744.0,34
May,Eastbound Right Lane,tb3,All weeks,Autumn,3169.0,34
May,Eastbound Right Lane,total_flow,All weeks,Autumn,2329011.0,34
May,Eastbound Right Lane,trt,All weeks,Autumn,0.0,34
May,Eastbound Right Lane,ucv,All weeks,Autumn,24.0,34
May,Westbound Centre Lane,art3,All weeks,Autumn,3745.0,34
May,Westbound Centre Lane,art4,All weeks,Autumn,2843.0,34
May,Westbound Centre Lane,art5,All weeks,Autumn,662.0,34
May,Westbound Centre Lane,art6,All weeks,Autumn,1643.0,34
May,Westbound Centre Lane,bd,All weeks,Autumn,301.0,34
May,Westbound Centre Lane,drt,All weeks,Autumn,15.0,34
May,Westbound Centre Lane,sv,All weeks,Autumn,2126414.0,34
May,Westbound Centre Lane,svt,All weeks,Autumn,18879.0,34
May,Westbound Centre Lane,t4,All weeks,Autumn,2276.0,34
May,Westbound Centre Lane,tb2,All weeks,Autumn,163994.0,34
May,Westbound Centre Lane,tb3,All weeks,Autumn,5592.0,34
May,Westbound Centre Lane,total_flow,All weeks,Autumn,2326742.0,34
May,Westbound Centre Lane,trt,All weeks,Autumn,3.0,34
May,Westbound Centre Lane,ucv,All weeks,Autumn,375.0,34
May,Westbound Left Lane,art3,All weeks,Autumn,10668.0,34
May,Westbound Left Lane,art4,All weeks,Autumn,7644.0,34
May,Westbound Left Lane,art5,All weeks,Autumn,3259.0,34
May,Westbound Left Lane,art6,All weeks,Autumn,18861.0,34
May,Westbound Left Lane,bd,All weeks,Autumn,3763.0,34
May,Westbound Left Lane,drt,All weeks,Autumn,25.0,34
May,Westbound Left Lane,sv,All weeks,Autumn,4649501.0,34
May,Westbound Left Lane,svt,All weeks,Autumn,45983.0,34
May,Westbound Left Lane,t4,All weeks,Autumn,10217.0,34
May,Westbound Left Lane,tb2,All weeks,Autumn,433000.0,34
May,Westbound Left Lane,tb3,All weeks,Autumn,24483.0,34
May,Westbound Left Lane,total_flow,All weeks,Autumn,5207828.0,34
May,Westbound Left Lane,trt,All weeks,Autumn,0.0,34
May,Westbound Left Lane,ucv,All weeks,Autumn,424.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Autumn,275.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Autumn,210.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Autumn,21.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Autumn,60.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Autumn,6.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Autumn,0.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Autumn,403206.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Autumn,1642.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Autumn,80.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Autumn,26157.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Autumn,296.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Autumn,431979.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Autumn,0.0,34
May,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Autumn,26.0,34
Nov,All directions,art3,All weeks,Spring,31447.0,34
Nov,All directions,art4,All weeks,Spring,20708.0,34
Nov,All directions,art5,All weeks,Spring,8909.0,34
Nov,All directions,art6,All weeks,Spring,45830.0,34
Nov,All directions,bd,All weeks,Spring,8506.0,34
Nov,All directions,drt,All weeks,Spring,56.0,34
Nov,All directions,sv,All weeks,Spring,15147339.0,34
Nov,All directions,svt,All weeks,Spring,149777.0,34
Nov,All directions,t4,All weeks,Spring,24472.0,34
Nov,All directions,tb2,All weeks,Spring,1133918.0,34
Nov,All directions,tb3,All weeks,Spring,58136.0,34
Nov,All directions,total_flow,All weeks,Spring,16630039.0,34
Nov,All directions,trt,All weeks,Spring,5.0,34
Nov,All directions,ucv,All weeks,Spring,936.0,34
Nov,Eastbound Centre Lane,art3,All weeks,Spring,11276.0,34
Nov,Eastbound Centre Lane,art4,All weeks,Spring,7410.0,34
Nov,Eastbound Centre Lane,art5,All weeks,Spring,3850.0,34
Nov,Eastbound Centre Lane,art6,All weeks,Spring,22987.0,34
Nov,Eastbound Centre Lane,bd,All weeks,Spring,4228.0,34
Nov,Eastbound Centre Lane,drt,All weeks,Spring,11.0,34
Nov,Eastbound Centre Lane,sv,All weeks,Spring,4287621.0,34
Nov,Eastbound Centre Lane,svt,All weeks,Spring,46621.0,34
Nov,Eastbound Centre Lane,t4,All weeks,Spring,10552.0,34
Nov,Eastbound Centre Lane,tb2,All weeks,Spring,342100.0,34
Nov,Eastbound Centre Lane,tb3,All weeks,Spring,23441.0,34
Nov,Eastbound Centre Lane,total_flow,All weeks,Spring,4760140.0,34
Nov,Eastbound Centre Lane,trt,All weeks,Spring,0.0,34
Nov,Eastbound Centre Lane,ucv,All weeks,Spring,43.0,34
Nov,Eastbound Left Lane,art3,All weeks,Spring,1589.0,34
Nov,Eastbound Left Lane,art4,All weeks,Spring,986.0,34
Nov,Eastbound Left Lane,art5,All weeks,Spring,225.0,34
Nov,Eastbound Left Lane,art6,All weeks,Spring,612.0,34
Nov,Eastbound Left Lane,bd,All weeks,Spring,52.0,34
Nov,Eastbound Left Lane,drt,All weeks,Spring,1.0,34
Nov,Eastbound Left Lane,sv,All weeks,Spring,1197401.0,34
Nov,Eastbound Left Lane,svt,All weeks,Spring,8111.0,34
Nov,Eastbound Left Lane,t4,All weeks,Spring,882.0,34
Nov,Eastbound Left Lane,tb2,All weeks,Spring,66097.0,34
Nov,Eastbound Left Lane,tb3,All weeks,Spring,2172.0,34
Nov,Eastbound Left Lane,total_flow,All weeks,Spring,1278134.0,34
Nov,Eastbound Left Lane,trt,All weeks,Spring,0.0,34
Nov,Eastbound Left Lane,ucv,All weeks,Spring,6.0,34
Nov,Eastbound Right Lane,art3,All weeks,Spring,2118.0,34
Nov,Eastbound Right Lane,art4,All weeks,Spring,1739.0,34
Nov,Eastbound Right Lane,art5,All weeks,Spring,410.0,34
Nov,Eastbound Right Lane,art6,All weeks,Spring,1685.0,34
Nov,Eastbound Right Lane,bd,All weeks,Spring,241.0,34
Nov,Eastbound Right Lane,drt,All weeks,Spring,3.0,34
Nov,Eastbound Right Lane,sv,All weeks,Spring,2290793.0,34
Nov,Eastbound Right Lane,svt,All weeks,Spring,22070.0,34
Nov,Eastbound Right Lane,t4,All weeks,Spring,1123.0,34
Nov,Eastbound Right Lane,tb2,All weeks,Spring,123517.0,34
Nov,Eastbound Right Lane,tb3,All weeks,Spring,3255.0,34
Nov,Eastbound Right Lane,total_flow,All weeks,Spring,2446963.0,34
Nov,Eastbound Right Lane,trt,All weeks,Spring,0.0,34
Nov,Eastbound Right Lane,ucv,All weeks,Spring,9.0,34
Nov,Westbound Centre Lane,art3,All weeks,Spring,4515.0,34
Nov,Westbound Centre Lane,art4,All weeks,Spring,2770.0,34
Nov,Westbound Centre Lane,art5,All weeks,Spring,846.0,34
Nov,Westbound Centre Lane,art6,All weeks,Spring,1843.0,34
Nov,Westbound Centre Lane,bd,All weeks,Spring,400.0,34
Nov,Westbound Centre Lane,drt,All weeks,Spring,17.0,34
Nov,Westbound Centre Lane,sv,All weeks,Spring,2235503.0,34
Nov,Westbound Centre Lane,svt,All weeks,Spring,21360.0,34
Nov,Westbound Centre Lane,t4,All weeks,Spring,1977.0,34
Nov,Westbound Centre Lane,tb2,All weeks,Spring,164327.0,34
Nov,Westbound Centre Lane,tb3,All weeks,Spring,5589.0,34
Nov,Westbound Centre Lane,total_flow,All weeks,Spring,2439564.0,34
Nov,Westbound Centre Lane,trt,All weeks,Spring,1.0,34
Nov,Westbound Centre Lane,ucv,All weeks,Spring,416.0,34
Nov,Westbound Left Lane,art3,All weeks,Spring,11577.0,34
Nov,Westbound Left Lane,art4,All weeks,Spring,7620.0,34
Nov,Westbound Left Lane,art5,All weeks,Spring,3552.0,34
Nov,Westbound Left Lane,art6,All weeks,Spring,18639.0,34
Nov,Westbound Left Lane,bd,All weeks,Spring,3575.0,34
Nov,Westbound Left Lane,drt,All weeks,Spring,22.0,34
Nov,Westbound Left Lane,sv,All weeks,Spring,4719560.0,34
Nov,Westbound Left Lane,svt,All weeks,Spring,49873.0,34
Nov,Westbound Left Lane,t4,All weeks,Spring,9881.0,34
Nov,Westbound Left Lane,tb2,All weeks,Spring,411584.0,34
Nov,Westbound Left Lane,tb3,All weeks,Spring,23383.0,34
Nov,Westbound Left Lane,total_flow,All weeks,Spring,5259707.0,34
Nov,Westbound Left Lane,trt,All weeks,Spring,3.0,34
Nov,Westbound Left Lane,ucv,All weeks,Spring,438.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Spring,372.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Spring,183.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Spring,26.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Spring,64.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Spring,10.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Spring,2.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Spring,416461.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Spring,1742.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Spring,57.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Spring,26293.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Spring,296.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Spring,445531.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Spring,1.0,34
Nov,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Spring,24.0,34
Oct,All directions,art3,All weeks,Spring,35755.0,43
Oct,All directions,art4,All weeks,Spring,25786.0,43
Oct,All directions,art5,All weeks,Spring,10846.0,43
Oct,All directions,art6,All weeks,Spring,56340.0,43
Oct,All directions,bd,All weeks,Spring,10446.0,43
Oct,All directions,drt,All weeks,Spring,57.0,43
Oct,All directions,sv,All weeks,Spring,18860108.0,43
Oct,All directions,svt,All weeks,Spring,192879.0,43
Oct,All directions,t4,All weeks,Spring,30389.0,43
Oct,All directions,tb2,All weeks,Spring,1390207.0,43
Oct,All directions,tb3,All weeks,Spring,70519.0,43
Oct,All directions,total_flow,All weeks,Spring,20684294.0,43
Oct,All directions,trt,All weeks,Spring,6.0,43
Oct,All directions,ucv,All weeks,Spring,956.0,43
Oct,Eastbound Centre Lane,art3,All weeks,Spring,13010.0,43
Oct,Eastbound Centre Lane,art4,All weeks,Spring,9502.0,43
Oct,Eastbound Centre Lane,art5,All weeks,Spring,4917.0,43
Oct,Eastbound Centre Lane,art6,All weeks,Spring,28596.0,43
Oct,Eastbound Centre Lane,bd,All weeks,Spring,5039.0,43
Oct,Eastbound Centre Lane,drt,All weeks,Spring,15.0,43
Oct,Eastbound Centre Lane,sv,All weeks,Spring,5391555.0,43
Oct,Eastbound Centre Lane,svt,All weeks,Spring,60452.0,43
Oct,Eastbound Centre Lane,t4,All weeks,Spring,13074.0,43
Oct,Eastbound Centre Lane,tb2,All weeks,Spring,435250.0,43
Oct,Eastbound Centre Lane,tb3,All weeks,Spring,29161.0,43
Oct,Eastbound Centre Lane,total_flow,All weeks,Spring,5990624.0,43
Oct,Eastbound Centre Lane,trt,All weeks,Spring,1.0,43
Oct,Eastbound Centre Lane,ucv,All weeks,Spring,52.0,43
Oct,Eastbound Left Lane,art3,All weeks,Spring,1920.0,43
Oct,Eastbound Left Lane,art4,All weeks,Spring,1251.0,43
Oct,Eastbound Left Lane,art5,All weeks,Spring,279.0,43
Oct,Eastbound Left Lane,art6,All weeks,Spring,639.0,43
Oct,Eastbound Left Lane,bd,All weeks,Spring,53.0,43
Oct,Eastbound Left Lane,drt,All weeks,Spring,0.0,43
Oct,Eastbound Left Lane,sv,All weeks,Spring,1478476.0,43
Oct,Eastbound Left Lane,svt,All weeks,Spring,10399.0,43
Oct,Eastbound Left Lane,t4,All weeks,Spring,1155.0,43
Oct,Eastbound Left Lane,tb2,All weeks,Spring,81622.0,43
Oct,Eastbound Left Lane,tb3,All weeks,Spring,2469.0,43
Oct,Eastbound Left Lane,total_flow,All weeks,Spring,1578269.0,43
Oct,Eastbound Left Lane,trt,All weeks,Spring,0.0,43
Oct,Eastbound Left Lane,ucv,All weeks,Spring,6.0,43
Oct,Eastbound Right Lane,art3,All weeks,Spring,2591.0,43
Oct,Eastbound Right Lane,art4,All weeks,Spring,2202.0,43
Oct,Eastbound Right Lane,art5,All weeks,Spring,410.0,43
Oct,Eastbound Right Lane,art6,All weeks,Spring,1802.0,43
Oct,Eastbound Right Lane,bd,All weeks,Spring,301.0,43
Oct,Eastbound Right Lane,drt,All weeks,Spring,0.0,43
Oct,Eastbound Right Lane,sv,All weeks,Spring,2766487.0,43
Oct,Eastbound Right Lane,svt,All weeks,Spring,27187.0,43
Oct,Eastbound Right Lane,t4,All weeks,Spring,1315.0,43
Oct,Eastbound Right Lane,tb2,All weeks,Spring,157927.0,43
Oct,Eastbound Right Lane,tb3,All weeks,Spring,3631.0,43
Oct,Eastbound Right Lane,total_flow,All weeks,Spring,2963872.0,43
Oct,Eastbound Right Lane,trt,All weeks,Spring,0.0,43
Oct,Eastbound Right Lane,ucv,All weeks,Spring,19.0,43
Oct,Westbound Centre Lane,art3,All weeks,Spring,4427.0,43
Oct,Westbound Centre Lane,art4,All weeks,Spring,3031.0,43
Oct,Westbound Centre Lane,art5,All weeks,Spring,944.0,43
Oct,Westbound Centre Lane,art6,All weeks,Spring,1928.0,43
Oct,Westbound Centre Lane,bd,All weeks,Spring,357.0,43
Oct,Westbound Centre Lane,drt,All weeks,Spring,17.0,43
Oct,Westbound Centre Lane,sv,All weeks,Spring,2689749.0,43
Oct,Westbound Centre Lane,svt,All weeks,Spring,26116.0,43
Oct,Westbound Centre Lane,t4,All weeks,Spring,2343.0,43
Oct,Westbound Centre Lane,tb2,All weeks,Spring,181270.0,43
Oct,Westbound Centre Lane,tb3,All weeks,Spring,6018.0,43
Oct,Westbound Centre Lane,total_flow,All weeks,Spring,2916607.0,43
Oct,Westbound Centre Lane,trt,All weeks,Spring,3.0,43
Oct,Westbound Centre Lane,ucv,All weeks,Spring,404.0,43
Oct,Westbound Left Lane,art3,All weeks,Spring,13469.0,43
Oct,Westbound Left Lane,art4,All weeks,Spring,9609.0,43
Oct,Westbound Left Lane,art5,All weeks,Spring,4269.0,43
Oct,Westbound Left Lane,art6,All weeks,Spring,23315.0,43
Oct,Westbound Left Lane,bd,All weeks,Spring,4690.0,43
Oct,Westbound Left Lane,drt,All weeks,Spring,24.0,43
Oct,Westbound Left Lane,sv,All weeks,Spring,6079378.0,43
Oct,Westbound Left Lane,svt,All weeks,Spring,66765.0,43
Oct,Westbound Left Lane,t4,All weeks,Spring,12432.0,43
Oct,Westbound Left Lane,tb2,All weeks,Spring,507618.0,43
Oct,Westbound Left Lane,tb3,All weeks,Spring,28922.0,43
Oct,Westbound Left Lane,total_flow,All weeks,Spring,6750942.0,43
Oct,Westbound Left Lane,trt,All weeks,Spring,1.0,43
Oct,Westbound Left Lane,ucv,All weeks,Spring,450.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Spring,338.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Spring,191.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Spring,27.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Spring,60.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Spring,6.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,drt,All weeks,Spring,1.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,sv,All weeks,Spring,454463.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,svt,All weeks,Spring,1960.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,t4,All weeks,Spring,70.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb2,All weeks,Spring,26520.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,tb3,All weeks,Spring,318.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,total_flow,All weeks,Spring,483980.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,trt,All weeks,Spring,1.0,43
Oct,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,ucv,All weeks,Spring,25.0,43
Sep,All directions,art3,All weeks,Spring,32692.0,41
Sep,All directions,art4,All weeks,Spring,23972.0,41
Sep,All directions,art5,All weeks,Spring,9674.0,41
Sep,All directions,art6,All weeks,Spring,51966.0,41
Sep,All directions,bd,All weeks,Spring,9946.0,41
Sep,All directions,drt,All weeks,Spring,56.0,41
Sep,All directions,sv,All weeks,Spring,17380241.0,41
Sep,All directions,svt,All weeks,Spring,159943.0,41
Sep,All directions,t4,All weeks,Spring,28089.0,41
Sep,All directions,tb2,All weeks,Spring,1352789.0,41
Sep,All directions,tb3,All weeks,Spring,68304.0,41
Sep,All directions,total_flow,All weeks,Spring,19118552.0,41
Sep,All directions,trt,All weeks,Spring,1.0,41
Sep,All directions,ucv,All weeks,Spring,879.0,41
Sep,Eastbound Centre Lane,art3,All weeks,Spring,11958.0,41
Sep,Eastbound Centre Lane,art4,All weeks,Spring,8564.0,41
Sep,Eastbound Centre Lane,art5,All weeks,Spring,4304.0,41
Sep,Eastbound Centre Lane,art6,All weeks,Spring,26082.0,41
Sep,Eastbound Centre Lane,bd,All weeks,Spring,4769.0,41
Sep,Eastbound Centre Lane,drt,All weeks,Spring,12.0,41
Sep,Eastbound Centre Lane,sv,All weeks,Spring,4984946.0,41
Sep,Eastbound Centre Lane,svt,All weeks,Spring,50644.0,41
Sep,Eastbound Centre Lane,t4,All weeks,Spring,12016.0,41
Sep,Eastbound Centre Lane,tb2,All weeks,Spring,409818.0,41
Sep,Eastbound Centre Lane,tb3,All weeks,Spring,27750.0,41
Sep,Eastbound Centre Lane,total_flow,All weeks,Spring,5540897.0,41
Sep,Eastbound Centre Lane,trt,All weeks,Spring,0.0,41
Sep,Eastbound Centre Lane,ucv,All weeks,Spring,34.0,41
Sep,Eastbound Left Lane,art3,All weeks,Spring,1720.0,41
Sep,Eastbound Left Lane,art4,All weeks,Spring,1122.0,41
Sep,Eastbound Left Lane,art5,All weeks,Spring,194.0,41
Sep,Eastbound Left Lane,art6,All weeks,Spring,630.0,41
Sep,Eastbound Left Lane,bd,All weeks,Spring,55.0,41
Sep,Eastbound Left Lane,drt,All weeks,Spring,0.0,41
Sep,Eastbound Left Lane,sv,All weeks,Spring,1375824.0,41
Sep,Eastbound Left Lane,svt,All weeks,Spring,8538.0,41
Sep,Eastbound Left Lane,t4,All weeks,Spring,1222.0,41
Sep,Eastbound Left Lane,tb2,All weeks,Spring,78760.0,41
Sep,Eastbound Left Lane,tb3,All weeks,Spring,2650.0,41
Sep,Eastbound Left Lane,total_flow,All weeks,Spring,1470726.0,41
Sep,Eastbound Left Lane,trt,All weeks,Spring,0.0,41
Sep,Eastbound Left Lane,ucv,All weeks,Spring,11.0,41
Sep,Eastbound Right Lane,art3,All weeks,Spring,2186.0,41
Sep,Eastbound Right Lane,art4,All weeks,Spring,2076.0,41
Sep,Eastbound Right Lane,art5,All weeks,Spring,405.0,41
Sep,Eastbound Right Lane,art6,All weeks,Spring,1856.0,41
Sep,Eastbound Right Lane,bd,All weeks,Spring,292.0,41
Sep,Eastbound Right Lane,drt,All weeks,Spring,0.0,41
Sep,Eastbound Right Lane,sv,All weeks,Spring,2547120.0,41
Sep,Eastbound Right Lane,svt,All weeks,Spring,22793.0,41
Sep,Eastbound Right Lane,t4,All weeks,Spring,1126.0,41
Sep,Eastbound Right Lane,tb2,All weeks,Spring,152888.0,41
Sep,Eastbound Right Lane,tb3,All weeks,Spring,3525.0,41
Sep,Eastbound Right Lane,total_flow,All weeks,Spring,2734292.0,41
Sep,Eastbound Right Lane,trt,All weeks,Spring,0.0,41
Sep,Eastbound Right Lane,ucv,All weeks,Spring,25.0,41
Sep,Westbound Centre Lane,art3,All weeks,Spring,4136.0,41
Sep,Westbound Centre Lane,art4,All weeks,Spring,3021.0,41
Sep,Westbound Centre Lane,art5,All weeks,Spring,775.0,41
Sep,Westbound Centre Lane,art6,All weeks,Spring,1861.0,41
Sep,Westbound Centre Lane,bd,All weeks,Spring,326.0,41
Sep,Westbound Centre Lane,drt,All weeks,Spring,15.0,41
Sep,Westbound Centre Lane,sv,All weeks,Spring,2511064.0,41
Sep,Westbound Centre Lane,svt,All weeks,Spring,21973.0,41
Sep,Westbound Centre Lane,t4,All weeks,Spring,2229.0,41
Sep,Westbound Centre Lane,tb2,All weeks,Spring,185918.0,41
Sep,Westbound Centre Lane,tb3,All weeks,Spring,6073.0,41
Sep,Westbound Centre Lane,total_flow,All weeks,Spring,2737790.0,41
Sep,Westbound Centre Lane,trt,All weeks,Spring,0.0,41
Sep,Westbound Centre Lane,ucv,All weeks,Spring,399.0,41
Sep,Westbound Left Lane,art3,All weeks,Spring,12314.0,41
Sep,Westbound Left Lane,art4,All weeks,Spring,8961.0,41
Sep,Westbound Left Lane,art5,All weeks,Spring,3975.0,41
Sep,Westbound Left Lane,art6,All weeks,Spring,21486.0,41
Sep,Westbound Left Lane,bd,All weeks,Spring,4497.0,41
Sep,Westbound Left Lane,drt,All weeks,Spring,28.0,41
Sep,Westbound Left Lane,sv,All weeks,Spring,5500858.0,41
Sep,Westbound Left Lane,svt,All weeks,Spring,54135.0,41
Sep,Westbound Left Lane,t4,All weeks,Spring,11424.0,41
Sep,Westbound Left Lane,tb2,All weeks,Spring,496374.0,41
Sep,Westbound Left Lane,tb3,All weeks,Spring,27970.0,41
Sep,Westbound Left Lane,total_flow,All weeks,Spring,6142413.0,41
Sep,Westbound Left Lane,trt,All weeks,Spring,1.0,41
Sep,Westbound Left Lane,ucv,All weeks,Spring,390.0,41
Sep,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art3,All weeks,Spring,378.0,41
Sep,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art4,All weeks,Spring,228.0,41
Sep,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art5,All weeks,Spring,21.0,41
Sep,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,art6,All weeks,Spring,51.0,41
Sep,Westbound Right Lane (Tidal Flow 7:00am - 9:00am W,bd,All weeks,Spring,7.0,41
