site_id,intersection,longitude,latitude,date,time_bin,direction,total_flow,ped,pcl,month,year,totalcount,objectid2,time_0600,time_0700,time_0800,time_1600,time_1700,time_1800,location_objectid
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,06:00:00,All directions,24,,24,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,07:00:00,All directions,42,,42,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,08:00:00,All directions,86,,86,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,16:00:00,All directions,44,,44,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,17:00:00,All directions,42,,42,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-03-01,18:00:00,All directions,49,,49,March,2010,287,125,24,42,86,44,42,49,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,06:00:00,All directions,56,,56,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,07:00:00,All directions,104,,104,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,08:00:00,All directions,63,,63,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,16:00:00,All directions,66,,66,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,17:00:00,All directions,100,,100,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2010-10-01,18:00:00,All directions,47,,47,October,2010,436,201,56,104,63,66,100,47,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,06:00:00,All directions,26,,26,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,07:00:00,All directions,57,,57,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,08:00:00,All directions,77,,77,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,16:00:00,All directions,80,,80,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,17:00:00,All directions,79,,79,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-03-01,18:00:00,All directions,54,,54,March,2011,373,751,26,57,77,80,79,54,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,06:00:00,All directions,29,,29,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,07:00:00,All directions,90,,90,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,08:00:00,All directions,139,,139,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,16:00:00,All directions,75,,75,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,17:00:00,All directions,64,,64,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2011-10-01,18:00:00,All directions,70,,70,October,2011,467,402,29,90,139,75,64,70,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,06:00:00,All directions,41,,41,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,07:00:00,All directions,92,,92,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,08:00:00,All directions,132,,132,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,16:00:00,All directions,90,,90,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,17:00:00,All directions,96,,96,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-03-01,18:00:00,All directions,74,,74,March,2012,525,1188,41,92,132,90,96,74,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,06:00:00,All directions,37,,37,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,07:00:00,All directions,79,,79,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,08:00:00,All directions,118,,118,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,16:00:00,All directions,76,,76,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,17:00:00,All directions,76,,76,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2012-10-01,18:00:00,All directions,78,,78,October,2012,464,1153,37,79,118,76,76,78,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,06:00:00,All directions,24,,24,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,07:00:00,All directions,110,,110,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,08:00:00,All directions,151,,151,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,16:00:00,All directions,131,,131,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,17:00:00,All directions,166,,166,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-03-01,18:00:00,All directions,120,,120,March,2013,702,1064,24,110,151,131,166,120,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,06:00:00,All directions,66,,66,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,07:00:00,All directions,92,,92,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,08:00:00,All directions,192,,192,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,16:00:00,All directions,136,,136,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,17:00:00,All directions,200,,200,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2013-10-01,18:00:00,All directions,270,,270,October,2013,956,1250,66,92,192,136,200,270,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,06:00:00,All directions,49,,49,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,07:00:00,All directions,94,,94,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,08:00:00,All directions,154,,154,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,16:00:00,All directions,95,,95,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,17:00:00,All directions,130,,130,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-03-01,18:00:00,All directions,96,,96,March,2014,618,1594,49,94,154,95,130,96,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,06:00:00,All directions,73,,73,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,07:00:00,All directions,110,,110,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,08:00:00,All directions,307,,307,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,16:00:00,All directions,149,,149,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,17:00:00,All directions,229,,229,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2014-10-01,18:00:00,All directions,305,,305,October,2014,1173,1580,73,110,307,149,229,305,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,06:00:00,All directions,37,,37,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,07:00:00,All directions,76,,76,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,08:00:00,All directions,95,,95,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,16:00:00,All directions,53,,53,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,17:00:00,All directions,83,,83,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-03-01,18:00:00,All directions,80,,80,March,2015,424,1597,37,76,95,53,83,80,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,06:00:00,All directions,37,,37,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,07:00:00,All directions,69,,69,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,08:00:00,All directions,100,,100,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,16:00:00,All directions,47,,47,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,17:00:00,All directions,68,,68,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2015-10-01,18:00:00,All directions,62,,62,October,2015,383,2,37,69,100,47,68,62,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,06:00:00,All directions,30,,30,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,07:00:00,All directions,60,,60,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,08:00:00,All directions,71,,71,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,16:00:00,All directions,34,,34,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,17:00:00,All directions,102,,102,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-03-01,18:00:00,All directions,45,,45,March,2016,342,251,30,60,71,34,102,45,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,06:00:00,All directions,21,,21,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,07:00:00,All directions,40,,40,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,08:00:00,All directions,63,,63,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,16:00:00,All directions,31,,31,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,17:00:00,All directions,53,,53,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2016-10-01,18:00:00,All directions,60,,60,October,2016,268,1763,21,40,63,31,53,60,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,06:00:00,All directions,35,,35,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,07:00:00,All directions,57,,57,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,08:00:00,All directions,107,,107,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,16:00:00,All directions,39,,39,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,17:00:00,All directions,81,,81,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-03-01,18:00:00,All directions,61,,61,March,2017,380,454,35,57,107,39,81,61,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,06:00:00,All directions,52,,52,October,2017,360,2135,52,76,70,39,70,53,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,07:00:00,All directions,76,,76,October,2017,360,2135,52,76,70,39,70,53,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,08:00:00,All directions,70,,70,October,2017,360,2135,52,76,70,39,70,53,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,16:00:00,All directions,39,,39,October,2017,360,2135,52,76,70,39,70,53,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,17:00:00,All directions,70,,70,October,2017,360,2135,52,76,70,39,70,53,1
1,"Intersection of Broadway, Lee Street, Quay Street, George Street and Pitt Street",151.20417323654075,-33.882832877360435,2017-10-01,18:00:00,All directions,53,,53,October,2017,360,2135,52,76,70,39,70,53,1
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,06:00:00,All directions,3,,3,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,07:00:00,All directions,19,,19,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,08:00:00,All directions,42,,42,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,16:00:00,All directions,15,,15,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,17:00:00,All directions,34,,34,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-03-01,18:00:00,All directions,25,,25,March,2010,138,139,3,19,42,15,34,25,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,06:00:00,All directions,7,,7,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,07:00:00,All directions,32,,32,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,08:00:00,All directions,46,,46,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,16:00:00,All directions,21,,21,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,17:00:00,All directions,36,,36,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2010-10-01,18:00:00,All directions,28,,28,October,2010,170,210,7,32,46,21,36,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,06:00:00,All directions,14,,14,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,07:00:00,All directions,39,,39,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,08:00:00,All directions,60,,60,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,16:00:00,All directions,25,,25,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,17:00:00,All directions,56,,56,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-03-01,18:00:00,All directions,28,,28,March,2011,222,760,14,39,60,25,56,28,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,06:00:00,All directions,22,,22,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,07:00:00,All directions,48,,48,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,08:00:00,All directions,45,,45,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,16:00:00,All directions,37,,37,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,17:00:00,All directions,51,,51,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2011-10-01,18:00:00,All directions,61,,61,October,2011,264,425,22,48,45,37,51,61,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,06:00:00,All directions,22,,22,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,07:00:00,All directions,46,,46,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,08:00:00,All directions,85,,85,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,16:00:00,All directions,60,,60,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,17:00:00,All directions,88,,88,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-03-01,18:00:00,All directions,66,,66,March,2012,367,892,22,46,85,60,88,66,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,06:00:00,All directions,34,,34,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,07:00:00,All directions,95,,95,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,08:00:00,All directions,177,,177,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,16:00:00,All directions,26,,26,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,17:00:00,All directions,64,,64,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2012-10-01,18:00:00,All directions,65,,65,October,2012,461,879,34,95,177,26,64,65,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,06:00:00,All directions,23,,23,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,07:00:00,All directions,91,,91,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,08:00:00,All directions,131,,131,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,16:00:00,All directions,40,,40,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,17:00:00,All directions,101,,101,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-03-01,18:00:00,All directions,89,,89,March,2013,475,1003,23,91,131,40,101,89,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,06:00:00,All directions,32,,32,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,07:00:00,All directions,114,,114,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,08:00:00,All directions,127,,127,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,16:00:00,All directions,76,,76,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,17:00:00,All directions,115,,115,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2013-10-01,18:00:00,All directions,75,,75,October,2013,539,1278,32,114,127,76,115,75,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2014-03-01,06:00:00,All directions,19,,19,March,2014,520,1305,19,101,132,52,121,95,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2014-03-01,07:00:00,All directions,101,,101,March,2014,520,1305,19,101,132,52,121,95,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2014-03-01,08:00:00,All directions,132,,132,March,2014,520,1305,19,101,132,52,121,95,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2014-03-01,16:00:00,All directions,52,,52,March,2014,520,1305,19,101,132,52,121,95,10
10,Intersection of Kent Street and Druitt Street,151.20509864240316,-33.87280436245494,2014-03-01,17:00:00,All directions,121,,121,March,2014,520,1305,19,101,132,52,121,95,10
