weekday,direction,metric,weekpart,season,sum_flow,sample_count
Wed,Northern Shared Path Westbound,total_flow,Weekday,Winter,494.0,13
Wed,Southern Shared Path Eastbound,pcl,Weekday,Autumn,637.0,13
Wed,Southern Shared Path Eastbound,pcl,Weekday,Spring,1440.0,32
Wed,Southern Shared Path Eastbound,pcl,Weekday,Summer,1364.0,27
Wed,Southern Shared Path Eastbound,pcl,Weekday,Winter,537.0,13
Wed,Southern Shared Path Eastbound,ped,Weekday,Autumn,241.0,13
Wed,Southern Shared Path Eastbound,ped,Weekday,Spring,508.0,32
Wed,Southern Shared Path Eastbound,ped,Weekday,Summer,492.0,27
Wed,Southern Shared Path Eastbound,ped,Weekday,Winter,140.0,13
Wed,Southern Shared Path Eastbound,total_flow,Weekday,Autumn,878.0,13
Wed,Southern Shared Path Eastbound,total_flow,Weekday,Spring,1948.0,32
Wed,Southern Shared Path Eastbound,total_flow,Weekday,Summer,1856.0,27
Wed,Southern Shared Path Eastbound,total_flow,Weekday,Winter,677.0,13
Wed,Southern Shared Path Westbound,pcl,Weekday,Autumn,853.0,13
Wed,Southern Shared Path Westbound,pcl,Weekday,Spring,2262.0,32
Wed,Southern Shared Path Westbound,pcl,Weekday,Summer,2095.0,27
Wed,Southern Shared Path Westbound,pcl,Weekday,Winter,757.0,13
Wed,Southern Shared Path Westbound,ped,Weekday,Autumn,257.0,13
Wed,Southern Shared Path Westbound,ped,Weekday,Spring,447.0,32
Wed,Southern Shared Path Westbound,ped,Weekday,Summer,683.0,27
Wed,Southern Shared Path Westbound,ped,Weekday,Winter,148.0,13
Wed,Southern Shared Path Westbound,total_flow,Weekday,Autumn,1110.0,13
Wed,Southern Shared Path Westbound,total_flow,Weekday,Spring,2709.0,32
Wed,Southern Shared Path Westbound,total_flow,Weekday,Summer,2778.0,27
Wed,Southern Shared Path Westbound,total_flow,Weekday,Winter,905.0,13
