date,time_bin,direction,total_flow,ped,pcl
2023-11-01,22:50,All directions,5.0,2.0,3.0
2023-11-01,22:50,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-11-01,22:50,Northern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,22:50,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-11-01,22:50,Southern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,22:55,All directions,4.0,1.0,3.0
2023-11-01,22:55,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,22:55,Northern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,22:55,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-11-01,22:55,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:00,All directions,3.0,1.0,2.0
2023-11-01,23:00,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-11-01,23:00,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:00,Southern Shared Path Eastbound,2.0,0.0,2.0
2023-11-01,23:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:05,All directions,4.0,3.0,1.0
2023-11-01,23:05,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:05,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:05,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-11-01,23:05,Southern Shared Path Westbound,2.0,2.0,0.0
2023-11-01,23:10,All directions,3.0,1.0,2.0
2023-11-01,23:10,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:10,Northern Shared Path Westbound,1.0,1.0,0.0
2023-11-01,23:10,Southern Shared Path Eastbound,2.0,0.0,2.0
2023-11-01,23:10,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:15,All directions,3.0,0.0,3.0
2023-11-01,23:15,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:15,Southern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:15,Southern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,23:20,All directions,2.0,1.0,1.0
2023-11-01,23:20,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:20,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-11-01,23:20,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:25,All directions,3.0,2.0,1.0
2023-11-01,23:25,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:25,Northern Shared Path Westbound,2.0,2.0,0.0
2023-11-01,23:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:25,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:30,All directions,0.0,0.0,0.0
2023-11-01,23:30,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:30,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:30,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:35,All directions,2.0,0.0,2.0
2023-11-01,23:35,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:35,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:35,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:35,Southern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,23:40,All directions,2.0,1.0,1.0
2023-11-01,23:40,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:40,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:40,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:40,Southern Shared Path Westbound,1.0,1.0,0.0
2023-11-01,23:45,All directions,10.0,0.0,10.0
2023-11-01,23:45,Northern Shared Path Eastbound,9.0,0.0,9.0
2023-11-01,23:45,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:45,Southern Shared Path Eastbound,1.0,0.0,1.0
2023-11-01,23:45,Southern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:50,All directions,8.0,0.0,8.0
2023-11-01,23:50,Northern Shared Path Eastbound,7.0,0.0,7.0
2023-11-01,23:50,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:50,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:50,Southern Shared Path Westbound,1.0,0.0,1.0
2023-11-01,23:55,All directions,5.0,5.0,0.0
2023-11-01,23:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-11-01,23:55,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-11-01,23:55,Southern Shared Path Westbound,5.0,5.0,0.0
2023-12-01,00:00,All directions,0.0,0.0,0.0
2023-12-01,00:00,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:00,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:00,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:05,All directions,4.0,2.0,2.0
2023-12-01,00:05,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,00:05,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,00:05,Southern Shared Path Eastbound,1.0,0.0,1.0
2023-12-01,00:05,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,00:10,All directions,0.0,0.0,0.0
2023-12-01,00:10,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:10,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:10,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:10,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:15,All directions,4.0,1.0,3.0
2023-12-01,00:15,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-12-01,00:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:15,Southern Shared Path Eastbound,2.0,0.0,2.0
2023-12-01,00:15,Southern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,00:20,All directions,1.0,0.0,1.0
2023-12-01,00:20,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:20,Southern Shared Path Eastbound,1.0,0.0,1.0
2023-12-01,00:20,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:25,All directions,2.0,2.0,0.0
2023-12-01,00:25,Northern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,00:25,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:25,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:30,All directions,4.0,4.0,0.0
2023-12-01,00:30,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:30,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:30,Southern Shared Path Eastbound,4.0,4.0,0.0
2023-12-01,00:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:35,All directions,0.0,0.0,0.0
2023-12-01,00:35,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:35,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:35,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:35,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:40,All directions,3.0,3.0,0.0
2023-12-01,00:40,Northern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,00:40,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:40,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,00:40,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:45,All directions,2.0,2.0,0.0
2023-12-01,00:45,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:45,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,00:45,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,00:45,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:50,All directions,0.0,0.0,0.0
2023-12-01,00:50,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:50,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:50,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:50,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:55,All directions,0.0,0.0,0.0
2023-12-01,00:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,00:55,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,00:55,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:00,All directions,1.0,1.0,0.0
2023-12-01,01:00,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,01:00,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:00,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:05,All directions,4.0,2.0,2.0
2023-12-01,01:05,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,01:05,Northern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,01:05,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-12-01,01:05,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:10,All directions,7.0,6.0,1.0
2023-12-01,01:10,Northern Shared Path Eastbound,5.0,4.0,1.0
2023-12-01,01:10,Northern Shared Path Westbound,2.0,2.0,0.0
2023-12-01,01:10,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:10,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:15,All directions,2.0,2.0,0.0
2023-12-01,01:15,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,01:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:15,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:15,Southern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,01:20,All directions,0.0,0.0,0.0
2023-12-01,01:20,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:20,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:20,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:25,All directions,0.0,0.0,0.0
2023-12-01,01:25,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:25,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:25,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:30,All directions,2.0,2.0,0.0
2023-12-01,01:30,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,01:30,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:30,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,01:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:35,All directions,0.0,0.0,0.0
2023-12-01,01:35,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:35,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:35,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:35,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:40,All directions,0.0,0.0,0.0
2023-12-01,01:40,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:40,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:40,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:40,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:45,All directions,5.0,5.0,0.0
2023-12-01,01:45,Northern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,01:45,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:45,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,01:45,Southern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,01:50,All directions,0.0,0.0,0.0
2023-12-01,01:50,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:50,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:50,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:50,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:55,All directions,0.0,0.0,0.0
2023-12-01,01:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,01:55,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,01:55,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:00,All directions,4.0,3.0,1.0
2023-12-01,02:00,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:00,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:00,Southern Shared Path Eastbound,4.0,3.0,1.0
2023-12-01,02:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:05,All directions,1.0,0.0,1.0
2023-12-01,02:05,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:05,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:05,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:05,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,02:10,All directions,1.0,1.0,0.0
2023-12-01,02:10,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:10,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:10,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,02:10,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:15,All directions,1.0,1.0,0.0
2023-12-01,02:15,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:15,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,02:15,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:20,All directions,1.0,1.0,0.0
2023-12-01,02:20,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,02:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:20,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:20,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:25,All directions,0.0,0.0,0.0
2023-12-01,02:25,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:25,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:25,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:30,All directions,0.0,0.0,0.0
2023-12-01,02:30,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:30,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:30,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:35,All directions,2.0,2.0,0.0
2023-12-01,02:35,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:35,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:35,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,02:35,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:40,All directions,1.0,1.0,0.0
2023-12-01,02:40,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:40,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:40,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,02:40,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:45,All directions,0.0,0.0,0.0
2023-12-01,02:45,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:45,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:45,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:45,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:50,All directions,1.0,1.0,0.0
2023-12-01,02:50,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,02:50,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:50,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:50,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:55,All directions,0.0,0.0,0.0
2023-12-01,02:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,02:55,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,02:55,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:00,All directions,1.0,1.0,0.0
2023-12-01,03:00,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:00,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:00,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,03:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:05,All directions,1.0,1.0,0.0
2023-12-01,03:05,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,03:05,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:05,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:05,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:10,All directions,3.0,2.0,1.0
2023-12-01,03:10,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:10,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:10,Southern Shared Path Eastbound,3.0,2.0,1.0
2023-12-01,03:10,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:15,All directions,2.0,0.0,2.0
2023-12-01,03:15,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:15,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:15,Southern Shared Path Westbound,2.0,0.0,2.0
2023-12-01,03:20,All directions,2.0,1.0,1.0
2023-12-01,03:20,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:20,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,03:20,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,03:25,All directions,0.0,0.0,0.0
2023-12-01,03:25,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:25,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:25,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:30,All directions,0.0,0.0,0.0
2023-12-01,03:30,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:30,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:30,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:35,All directions,2.0,2.0,0.0
2023-12-01,03:35,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:35,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:35,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,03:35,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:40,All directions,1.0,0.0,1.0
2023-12-01,03:40,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:40,Northern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,03:40,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:40,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:45,All directions,0.0,0.0,0.0
2023-12-01,03:45,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:45,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:45,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:45,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:50,All directions,0.0,0.0,0.0
2023-12-01,03:50,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:50,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:50,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:50,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:55,All directions,1.0,0.0,1.0
2023-12-01,03:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,03:55,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,03:55,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,04:00,All directions,3.0,3.0,0.0
2023-12-01,04:00,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:00,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:00,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,04:00,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:05,All directions,0.0,0.0,0.0
2023-12-01,04:05,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:05,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:05,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:05,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:10,All directions,4.0,2.0,2.0
2023-12-01,04:10,Northern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,04:10,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:10,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:10,Southern Shared Path Westbound,2.0,0.0,2.0
2023-12-01,04:15,All directions,14.0,5.0,9.0
2023-12-01,04:15,Northern Shared Path Eastbound,4.0,4.0,0.0
2023-12-01,04:15,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:15,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,04:15,Southern Shared Path Westbound,9.0,0.0,9.0
2023-12-01,04:20,All directions,6.0,1.0,5.0
2023-12-01,04:20,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:20,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:20,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:20,Southern Shared Path Westbound,5.0,0.0,5.0
2023-12-01,04:25,All directions,3.0,2.0,1.0
2023-12-01,04:25,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,04:25,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:25,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,04:30,All directions,7.0,5.0,2.0
2023-12-01,04:30,Northern Shared Path Eastbound,3.0,2.0,1.0
2023-12-01,04:30,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:30,Southern Shared Path Eastbound,3.0,2.0,1.0
2023-12-01,04:30,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:35,All directions,3.0,3.0,0.0
2023-12-01,04:35,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:35,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:35,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,04:35,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:40,All directions,5.0,2.0,3.0
2023-12-01,04:40,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:40,Northern Shared Path Westbound,4.0,2.0,2.0
2023-12-01,04:40,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:40,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,04:45,All directions,1.0,0.0,1.0
2023-12-01,04:45,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:45,Northern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,04:45,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:45,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:50,All directions,3.0,2.0,1.0
2023-12-01,04:50,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:50,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,04:50,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,04:50,Southern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,04:55,All directions,2.0,1.0,1.0
2023-12-01,04:55,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,04:55,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,04:55,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-12-01,04:55,Southern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,05:00,All directions,7.0,4.0,3.0
2023-12-01,05:00,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,05:00,Northern Shared Path Westbound,2.0,2.0,0.0
2023-12-01,05:00,Southern Shared Path Eastbound,2.0,1.0,1.0
2023-12-01,05:00,Southern Shared Path Westbound,2.0,0.0,2.0
2023-12-01,05:05,All directions,6.0,2.0,4.0
2023-12-01,05:05,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,05:05,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,05:05,Southern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,05:05,Southern Shared Path Westbound,4.0,0.0,4.0
2023-12-01,05:10,All directions,13.0,3.0,10.0
2023-12-01,05:10,Northern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,05:10,Northern Shared Path Westbound,1.0,1.0,0.0
2023-12-01,05:10,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,05:10,Southern Shared Path Westbound,10.0,0.0,10.0
2023-12-01,05:15,All directions,12.0,4.0,8.0
2023-12-01,05:15,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-12-01,05:15,Northern Shared Path Westbound,2.0,2.0,0.0
2023-12-01,05:15,Southern Shared Path Eastbound,2.0,2.0,0.0
2023-12-01,05:15,Southern Shared Path Westbound,7.0,0.0,7.0
2023-12-01,05:20,All directions,12.0,1.0,11.0
2023-12-01,05:20,Northern Shared Path Eastbound,1.0,1.0,0.0
2023-12-01,05:20,Northern Shared Path Westbound,0.0,0.0,0.0
2023-12-01,05:20,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,05:20,Southern Shared Path Westbound,11.0,0.0,11.0
2023-12-01,05:25,All directions,8.0,0.0,8.0
2023-12-01,05:25,Northern Shared Path Eastbound,1.0,0.0,1.0
2023-12-01,05:25,Northern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,05:25,Southern Shared Path Eastbound,0.0,0.0,0.0
2023-12-01,05:25,Southern Shared Path Westbound,6.0,0.0,6.0
2023-12-01,05:30,All directions,9.0,1.0,8.0
2023-12-01,05:30,Northern Shared Path Eastbound,2.0,0.0,2.0
2023-12-01,05:30,Northern Shared Path Westbound,1.0,0.0,1.0
2023-12-01,05:30,Southern Shared Path Eastbound,0.0,0.0,0.0
