site_xn_route,weekday,direction,weekpart,season,sum_flow,sample_count
40430,Wed,Northbound,Weekday,Autumn,202,20
40430,Wed,Northbound,Weekday,Spring,32,7
40430,Wed,Northbound,Weekday,Summer,67,14
40430,Wed,Northbound,Weekday,Winter,49,12
40430,Wed,Southbound,Weekday,Autumn,12174,20
40430,Wed,Southbound,Weekday,Spring,2704,7
40430,Wed,Southbound,Weekday,Summer,6714,14
40430,Wed,Southbound,Weekday,Winter,5369,13
404305,Fri,All directions,Weekday,Spring,1346,4
404305,Fri,Northbound,Weekday,Spring,6,4
404305,Fri,Southbound,Weekday,Spring,1340,4
404305,Mon,All directions,Weekday,Spring,1460,4
404305,Mon,Northbound,Weekday,Spring,12,4
404305,Mon,Southbound,Weekday,Spring,1448,4
404305,Sat,All directions,Weekend,Spring,907,4
404305,Sat,Northbound,Weekend,Spring,10,4
404305,Sat,Southbound,Weekend,Spring,897,4
404305,Sun,All directions,Weekend,Spring,734,4
404305,Sun,Northbound,Weekend,Spring,3,3
404305,Sun,Southbound,Weekend,Spring,731,4
404305,Thu,All directions,Weekday,Spring,1562,4
404305,Thu,Northbound,Weekday,Spring,11,3
404305,Thu,Southbound,Weekday,Spring,1551,4
404305,Tue,All directions,Weekday,Spring,1511,4
404305,Tue,Northbound,Weekday,Spring,10,3
404305,Tue,Southbound,Weekday,Spring,1501,4
404305,Wed,All directions,Weekday,Spring,1258,4
404305,Wed,Northbound,Weekday,Spring,9,4
404305,Wed,Southbound,Weekday,Spring,1249,4
6411,Fri,All directions,Weekday,Autumn,222635,129
6411,Fri,All directions,Weekday,Spring,161019,104
6411,Fri,All directions,Weekday,Summer,167945,108
6411,Fri,All directions,Weekday,Winter,142200,114
6411,Fri,Northbound,Weekday,Autumn,111425,129
6411,Fri,Northbound,Weekday,Spring,78670,104
6411,Fri,Northbound,Weekday,Summer,83223,108
6411,Fri,Northbound,Weekday,Winter,69455,114
6411,Fri,Southbound,Weekday,Autumn,111210,129
6411,Fri,Southbound,Weekday,Spring,82349,104
6411,Fri,Southbound,Weekday,Summer,84722,108
6411,Fri,Southbound,Weekday,Winter,72745,114
6411,Mon,All directions,Weekday,Autumn,240501,129
6411,Mon,All directions,Weekday,Spring,178324,102
6411,Mon,All directions,Weekday,Summer,195835,108
6411,Mon,All directions,Weekday,Winter,158764,115
6411,Mon,Northbound,Weekday,Autumn,122099,129
6411,Mon,Northbound,Weekday,Spring,89020,102
6411,Mon,Northbound,Weekday,Summer,98745,108
6411,Mon,Northbound,Weekday,Winter,79039,115
6411,Mon,Southbound,Weekday,Autumn,118402,129
6411,Mon,Southbound,Weekday,Spring,89304,102
6411,Mon,Southbound,Weekday,Summer,97090,108
6411,Mon,Southbound,Weekday,Winter,79725,115
6411,Sat,All directions,Weekend,Autumn,123160,127
6411,Sat,All directions,Weekend,Spring,98478,104
6411,Sat,All directions,Weekend,Summer,107207,109
6411,Sat,All directions,Weekend,Winter,88392,115
6411,Sat,Northbound,Weekend,Autumn,61091,127
6411,Sat,Northbound,Weekend,Spring,47786,104
6411,Sat,Northbound,Weekend,Summer,53085,109
6411,Sat,Northbound,Weekend,Winter,42593,115
6411,Sat,Southbound,Weekend,Autumn,62069,127
6411,Sat,Southbound,Weekend,Spring,50692,104
6411,Sat,Southbound,Weekend,Summer,54122,109
6411,Sat,Southbound,Weekend,Winter,45799,115
6411,Sun,All directions,Weekend,Autumn,114378,129
6411,Sun,All directions,Weekend,Spring,99422,104
6411,Sun,All directions,Weekend,Summer,99954,108
6411,Sun,All directions,Weekend,Winter,80776,114
6411,Sun,Northbound,Weekend,Autumn,57466,129
6411,Sun,Northbound,Weekend,Spring,48858,104
6411,Sun,Northbound,Weekend,Summer,50104,108
6411,Sun,Northbound,Weekend,Winter,39202,114
6411,Sun,Southbound,Weekend,Autumn,56912,129
6411,Sun,Southbound,Weekend,Spring,50564,104
6411,Sun,Southbound,Weekend,Summer,49850,108
6411,Sun,Southbound,Weekend,Winter,41574,114
6411,Thu,All directions,Weekday,Autumn,261227,128
6411,Thu,All directions,Weekday,Spring,182583,103
6411,Thu,All directions,Weekday,Summer,204428,109
6411,Thu,All directions,Weekday,Winter,170916,115
6411,Thu,Northbound,Weekday,Autumn,132330,128
6411,Thu,Northbound,Weekday,Spring,90180,103
6411,Thu,Northbound,Weekday,Summer,102840,109
6411,Thu,Northbound,Weekday,Winter,84250,115
6411,Thu,Southbound,Weekday,Autumn,128897,128
6411,Thu,Southbound,Weekday,Spring,92403,103
6411,Thu,Southbound,Weekday,Summer,101588,109
6411,Thu,Southbound,Weekday,Winter,86666,115
6411,Tue,All directions,Weekday,Autumn,277948,130
6411,Tue,All directions,Weekday,Spring,185394,102
6411,Tue,All directions,Weekday,Summer,216731,108
6411,Tue,All directions,Weekday,Winter,174394,115
6411,Tue,Northbound,Weekday,Autumn,141051,130
6411,Tue,Northbound,Weekday,Spring,91931,102
6411,Tue,Northbound,Weekday,Summer,109486,108
6411,Tue,Northbound,Weekday,Winter,86995,115
6411,Tue,Southbound,Weekday,Autumn,136897,130
6411,Tue,Southbound,Weekday,Spring,93463,102
6411,Tue,Southbound,Weekday,Summer,107245,108
6411,Tue,Southbound,Weekday,Winter,87399,115
6411,Wed,All directions,Weekday,Autumn,273712,129
6411,Wed,All directions,Weekday,Spring,191610,102
6411,Wed,All directions,Weekday,Summer,212769,109
6411,Wed,All directions,Weekday,Winter,173895,115
6411,Wed,Northbound,Weekday,Autumn,138292,129
6411,Wed,Northbound,Weekday,Spring,94569,102
6411,Wed,Northbound,Weekday,Summer,106673,109
6411,Wed,Northbound,Weekday,Winter,85821,115
6411,Wed,Southbound,Weekday,Autumn,135420,129
6411,Wed,Southbound,Weekday,Spring,97041,102
6411,Wed,Southbound,Weekday,Summer,106096,109
6411,Wed,Southbound,Weekday,Winter,88074,115
6415,Fri,All directions,Weekday,Autumn,171870,112
6415,Fri,All directions,Weekday,Spring,131311,102
6415,Fri,All directions,Weekday,Summer,151529,108
6415,Fri,All directions,Weekday,Winter,109891,104
6415,Fri,Eastbound,Weekday,Autumn,81017,112
6415,Fri,Eastbound,Weekday,Spring,62124,102
6415,Fri,Eastbound,Weekday,Summer,71742,108
6415,Fri,Eastbound,Weekday,Winter,52369,104
6415,Fri,Westbound,Weekday,Autumn,90853,112
6415,Fri,Westbound,Weekday,Spring,69187,102
6415,Fri,Westbound,Weekday,Summer,79787,108
6415,Fri,Westbound,Weekday,Winter,57522,104
6415,Mon,All directions,Weekday,Autumn,201899,110
6415,Mon,All directions,Weekday,Spring,162464,101
6415,Mon,All directions,Weekday,Summer,196054,109
6415,Mon,All directions,Weekday,Winter,134071,105
6415,Mon,Eastbound,Weekday,Autumn,95467,109
6415,Mon,Eastbound,Weekday,Spring,77850,101
6415,Mon,Eastbound,Weekday,Summer,93549,109
6415,Mon,Eastbound,Weekday,Winter,63504,105
6415,Mon,Westbound,Weekday,Autumn,106432,110
6415,Mon,Westbound,Weekday,Spring,84614,101
6415,Mon,Westbound,Weekday,Summer,102505,109
6415,Mon,Westbound,Weekday,Winter,70567,105
6415,Sat,All directions,Weekend,Autumn,95749,110
6415,Sat,All directions,Weekend,Spring,90824,102
6415,Sat,All directions,Weekend,Summer,103315,109
6415,Sat,All directions,Weekend,Winter,71252,105
6415,Sat,Eastbound,Weekend,Autumn,43316,109
6415,Sat,Eastbound,Weekend,Spring,40445,102
6415,Sat,Eastbound,Weekend,Summer,47228,109
6415,Sat,Eastbound,Weekend,Winter,32559,105
6415,Sat,Westbound,Weekend,Autumn,52433,110
6415,Sat,Westbound,Weekend,Spring,50379,102
6415,Sat,Westbound,Weekend,Summer,56087,109
6415,Sat,Westbound,Weekend,Winter,38693,105
6415,Sun,All directions,Weekend,Autumn,107786,112
6415,Sun,All directions,Weekend,Spring,104893,102
6415,Sun,All directions,Weekend,Summer,116601,108
6415,Sun,All directions,Weekend,Winter,83738,104
6415,Sun,Eastbound,Weekend,Autumn,47561,112
6415,Sun,Eastbound,Weekend,Spring,46528,102
6415,Sun,Eastbound,Weekend,Summer,50817,108
6415,Sun,Eastbound,Weekend,Winter,38204,104
6415,Sun,Westbound,Weekend,Autumn,60225,111
6415,Sun,Westbound,Weekend,Spring,58365,102
6415,Sun,Westbound,Weekend,Summer,65784,108
6415,Sun,Westbound,Weekend,Winter,45534,104
6415,Thu,All directions,Weekday,Autumn,204894,111
6415,Thu,All directions,Weekday,Spring,158744,101
6415,Thu,All directions,Weekday,Summer,192655,109
6415,Thu,All directions,Weekday,Winter,138105,105
6415,Thu,Eastbound,Weekday,Autumn,98288,111
6415,Thu,Eastbound,Weekday,Spring,76135,101
6415,Thu,Eastbound,Weekday,Summer,91995,109
6415,Thu,Eastbound,Weekday,Winter,65933,105
6415,Thu,Westbound,Weekday,Autumn,106606,111
6415,Thu,Westbound,Weekday,Spring,82609,101
6415,Thu,Westbound,Weekday,Summer,100660,109
6415,Thu,Westbound,Weekday,Winter,72172,105
6415,Tue,All directions,Weekday,Autumn,228851,113
6415,Tue,All directions,Weekday,Spring,165325,101
6415,Tue,All directions,Weekday,Summer,215156,109
6415,Tue,All directions,Weekday,Winter,146332,104
6415,Tue,Eastbound,Weekday,Autumn,108884,112
6415,Tue,Eastbound,Weekday,Spring,78564,101
6415,Tue,Eastbound,Weekday,Summer,102407,109
6415,Tue,Eastbound,Weekday,Winter,69784,104
6415,Tue,Westbound,Weekday,Autumn,119967,113
6415,Tue,Westbound,Weekday,Spring,86761,101
6415,Tue,Westbound,Weekday,Summer,112749,109
6415,Tue,Westbound,Weekday,Winter,76548,104
6415,Wed,All directions,Weekday,Autumn,224235,114
6415,Wed,All directions,Weekday,Spring,167004,101
6415,Wed,All directions,Weekday,Summer,202988,109
6415,Wed,All directions,Weekday,Winter,142932,104
6415,Wed,Eastbound,Weekday,Autumn,107339,113
6415,Wed,Eastbound,Weekday,Spring,79747,101
6415,Wed,Eastbound,Weekday,Summer,96362,109
6415,Wed,Eastbound,Weekday,Winter,68150,104
6415,Wed,Westbound,Weekday,Autumn,116896,113
6415,Wed,Westbound,Weekday,Spring,87257,101
6415,Wed,Westbound,Weekday,Summer,106626,109
6415,Wed,Westbound,Weekday,Winter,74782,104
6419,Fri,All directions,Weekday,Autumn,74231,113
6419,Fri,All directions,Weekday,Spring,64705,102
6419,Fri,All directions,Weekday,Summer,60067,101
6419,Fri,All directions,Weekday,Winter,50441,99
6419,Fri,Northbound,Weekday,Autumn,39749,113
6419,Fri,Northbound,Weekday,Spring,33019,102
6419,Fri,Northbound,Weekday,Summer,31781,101
6419,Fri,Northbound,Weekday,Winter,25682,99
6419,Fri,Southbound,Weekday,Autumn,34482,113
6419,Fri,Southbound,Weekday,Spring,31686,102
6419,Fri,Southbound,Weekday,Summer,28286,101
6419,Fri,Southbound,Weekday,Winter,24759,99
6419,Mon,All directions,Weekday,Autumn,80642,112
6419,Mon,All directions,Weekday,Spring,69745,101
6419,Mon,All directions,Weekday,Summer,71108,100
6419,Mon,All directions,Weekday,Winter,55802,101
6419,Mon,Northbound,Weekday,Autumn,43788,112
6419,Mon,Northbound,Weekday,Spring,36142,101
6419,Mon,Northbound,Weekday,Summer,38394,100
6419,Mon,Northbound,Weekday,Winter,27938,101
6419,Mon,Southbound,Weekday,Autumn,36854,112
6419,Mon,Southbound,Weekday,Spring,33603,101
6419,Mon,Southbound,Weekday,Summer,32714,100
6419,Mon,Southbound,Weekday,Winter,27864,101
6419,Sat,All directions,Weekend,Autumn,72577,112
6419,Sat,All directions,Weekend,Spring,64957,102
6419,Sat,All directions,Weekend,Summer,61798,102
6419,Sat,All directions,Weekend,Winter,59178,100
6419,Sat,Northbound,Weekend,Autumn,41436,112
6419,Sat,Northbound,Weekend,Spring,34910,102
6419,Sat,Northbound,Weekend,Summer,34064,102
6419,Sat,Northbound,Weekend,Winter,31321,100
6419,Sat,Southbound,Weekend,Autumn,31141,112
6419,Sat,Southbound,Weekend,Spring,30047,102
6419,Sat,Southbound,Weekend,Summer,27734,102
6419,Sat,Southbound,Weekend,Winter,27857,100
6419,Sun,All directions,Weekend,Autumn,80324,114
6419,Sun,All directions,Weekend,Spring,77699,102
6419,Sun,All directions,Weekend,Summer,69334,101
6419,Sun,All directions,Weekend,Winter,67543,99
6419,Sun,Northbound,Weekend,Autumn,45531,114
6419,Sun,Northbound,Weekend,Spring,41634,102
6419,Sun,Northbound,Weekend,Summer,38590,101
6419,Sun,Northbound,Weekend,Winter,35450,99
6419,Sun,Southbound,Weekend,Autumn,34793,114
6419,Sun,Southbound,Weekend,Spring,36065,102
6419,Sun,Southbound,Weekend,Summer,30744,101
6419,Sun,Southbound,Weekend,Winter,32093,99
6419,Thu,All directions,Weekday,Autumn,74760,112
6419,Thu,All directions,Weekday,Spring,69689,101
6419,Thu,All directions,Weekday,Summer,73021,103
6419,Thu,All directions,Weekday,Winter,55594,100
6419,Thu,Northbound,Weekday,Autumn,39817,112
6419,Thu,Northbound,Weekday,Spring,35713,101
6419,Thu,Northbound,Weekday,Summer,38672,103
6419,Thu,Northbound,Weekday,Winter,27857,100
6419,Thu,Southbound,Weekday,Autumn,34943,112
6419,Thu,Southbound,Weekday,Spring,33976,101
6419,Thu,Southbound,Weekday,Summer,34349,103
6419,Thu,Southbound,Weekday,Winter,27737,100
6419,Tue,All directions,Weekday,Autumn,81551,112
6419,Tue,All directions,Weekday,Spring,72801,101
6419,Tue,All directions,Weekday,Summer,77867,102
6419,Tue,All directions,Weekday,Winter,56515,100
6419,Tue,Northbound,Weekday,Autumn,43657,112
6419,Tue,Northbound,Weekday,Spring,37623,101
6419,Tue,Northbound,Weekday,Summer,41440,102
6419,Tue,Northbound,Weekday,Winter,28261,100
6419,Tue,Southbound,Weekday,Autumn,37894,112
6419,Tue,Southbound,Weekday,Spring,35178,101
6419,Tue,Southbound,Weekday,Summer,36427,102
6419,Tue,Southbound,Weekday,Winter,28254,100
6419,Wed,All directions,Weekday,Autumn,80638,112
6419,Wed,All directions,Weekday,Spring,73467,101
6419,Wed,All directions,Weekday,Summer,76529,103
6419,Wed,All directions,Weekday,Winter,55855,100
6419,Wed,Northbound,Weekday,Autumn,43235,112
6419,Wed,Northbound,Weekday,Spring,37782,101
6419,Wed,Northbound,Weekday,Summer,40210,103
6419,Wed,Northbound,Weekday,Winter,27958,100
6419,Wed,Southbound,Weekday,Autumn,37403,112
6419,Wed,Southbound,Weekday,Spring,35685,101
6419,Wed,Southbound,Weekday,Summer,36319,103
6419,Wed,Southbound,Weekday,Winter,27897,100
6423,Fri,All directions,Weekday,Autumn,12778,130
6423,Fri,All directions,Weekday,Spring,10470,115
6423,Fri,All directions,Weekday,Summer,11347,121
6423,Fri,All directions,Weekday,Winter,9064,117
6423,Fri,Northbound,Weekday,Autumn,5517,130
6423,Fri,Northbound,Weekday,Spring,4431,115
6423,Fri,Northbound,Weekday,Summer,4895,121
6423,Fri,Northbound,Weekday,Winter,3869,117
6423,Fri,Southbound,Weekday,Autumn,7261,130
6423,Fri,Southbound,Weekday,Spring,6039,115
6423,Fri,Southbound,Weekday,Summer,6452,121
6423,Fri,Southbound,Weekday,Winter,5195,117
6423,Mon,All directions,Weekday,Autumn,13870,129
6423,Mon,All directions,Weekday,Spring,11377,114
6423,Mon,All directions,Weekday,Summer,12972,121
6423,Mon,All directions,Weekday,Winter,9855,118
6423,Mon,Northbound,Weekday,Autumn,6080,129
6423,Mon,Northbound,Weekday,Spring,4788,114
6423,Mon,Northbound,Weekday,Summer,5656,121
6423,Mon,Northbound,Weekday,Winter,4064,118
6423,Mon,Southbound,Weekday,Autumn,7790,129
6423,Mon,Southbound,Weekday,Spring,6589,114
6423,Mon,Southbound,Weekday,Summer,7316,121
6423,Mon,Southbound,Weekday,Winter,5791,118
6423,Sat,All directions,Weekend,Autumn,13828,128
6423,Sat,All directions,Weekend,Spring,12047,115
6423,Sat,All directions,Weekend,Summer,13031,122
6423,Sat,All directions,Weekend,Winter,11484,118
6423,Sat,Northbound,Weekend,Autumn,6026,128
6423,Sat,Northbound,Weekend,Spring,5085,115
6423,Sat,Northbound,Weekend,Summer,5618,122
6423,Sat,Northbound,Weekend,Winter,4862,118
6423,Sat,Southbound,Weekend,Autumn,7802,128
6423,Sat,Southbound,Weekend,Spring,6962,115
6423,Sat,Southbound,Weekend,Summer,7413,122
6423,Sat,Southbound,Weekend,Winter,6622,118
6423,Sun,All directions,Weekend,Autumn,14206,130
6423,Sun,All directions,Weekend,Spring,14175,115
6423,Sun,All directions,Weekend,Summer,13419,121
6423,Sun,All directions,Weekend,Winter,13145,117
6423,Sun,Northbound,Weekend,Autumn,6244,130
6423,Sun,Northbound,Weekend,Spring,5994,115
6423,Sun,Northbound,Weekend,Summer,5886,121
6423,Sun,Northbound,Weekend,Winter,5466,117
6423,Sun,Southbound,Weekend,Autumn,7962,130
6423,Sun,Southbound,Weekend,Spring,8181,115
6423,Sun,Southbound,Weekend,Summer,7533,121
6423,Sun,Southbound,Weekend,Winter,7679,117
6423,Thu,All directions,Weekday,Autumn,12540,129
6423,Thu,All directions,Weekday,Spring,10534,114
6423,Thu,All directions,Weekday,Summer,12584,122
6423,Thu,All directions,Weekday,Winter,9872,118
6423,Thu,Northbound,Weekday,Autumn,5500,129
6423,Thu,Northbound,Weekday,Spring,4354,114
6423,Thu,Northbound,Weekday,Summer,5471,122
6423,Thu,Northbound,Weekday,Winter,4079,118
6423,Thu,Southbound,Weekday,Autumn,7040,129
6423,Thu,Southbound,Weekday,Spring,6180,114
6423,Thu,Southbound,Weekday,Summer,7113,122
6423,Thu,Southbound,Weekday,Winter,5793,118
6423,Tue,All directions,Weekday,Autumn,13998,130
6423,Tue,All directions,Weekday,Spring,12131,114
6423,Tue,All directions,Weekday,Summer,13905,121
6423,Tue,All directions,Weekday,Winter,10113,117
6423,Tue,Northbound,Weekday,Autumn,6142,130
6423,Tue,Northbound,Weekday,Spring,5238,114
6423,Tue,Northbound,Weekday,Summer,6137,121
6423,Tue,Northbound,Weekday,Winter,4228,117
6423,Tue,Southbound,Weekday,Autumn,7856,130
6423,Tue,Southbound,Weekday,Spring,6893,114
6423,Tue,Southbound,Weekday,Summer,7768,121
6423,Tue,Southbound,Weekday,Winter,5885,117
6423,Wed,All directions,Weekday,Autumn,13627,130
6423,Wed,All directions,Weekday,Spring,11923,114
6423,Wed,All directions,Weekday,Summer,13551,121
6423,Wed,All directions,Weekday,Winter,9740,118
6423,Wed,Northbound,Weekday,Autumn,6084,130
6423,Wed,Northbound,Weekday,Spring,5043,114
6423,Wed,Northbound,Weekday,Summer,6033,121
6423,Wed,Northbound,Weekday,Winter,4067,118
6423,Wed,Southbound,Weekday,Autumn,7543,130
6423,Wed,Southbound,Weekday,Spring,6880,114
6423,Wed,Southbound,Weekday,Summer,7518,121
6423,Wed,Southbound,Weekday,Winter,5673,118
6588,Fri,All directions,Weekday,Autumn,159429,65
6588,Fri,All directions,Weekday,Spring,114862,50
6588,Fri,All directions,Weekday,Summer,113218,58
6588,Fri,All directions,Weekday,Winter,106816,52
6588,Fri,Northbound,Weekday,Autumn,89179,65
6588,Fri,Northbound,Weekday,Spring,67860,50
6588,Fri,Northbound,Weekday,Summer,63581,58
6588,Fri,Northbound,Weekday,Winter,64770,52
6588,Fri,Southbound,Weekday,Autumn,70250,65
6588,Fri,Southbound,Weekday,Spring,47002,50
6588,Fri,Southbound,Weekday,Summer,49637,58
6588,Fri,Southbound,Weekday,Winter,42046,52
6588,Mon,All directions,Weekday,Autumn,176832,64
6588,Mon,All directions,Weekday,Spring,129653,49
6588,Mon,All directions,Weekday,Summer,142341,59
6588,Mon,All directions,Weekday,Winter,113286,52
6588,Mon,Northbound,Weekday,Autumn,97768,64
6588,Mon,Northbound,Weekday,Spring,76068,49
6588,Mon,Northbound,Weekday,Summer,78757,59
6588,Mon,Northbound,Weekday,Winter,67543,52
6588,Mon,Southbound,Weekday,Autumn,79064,64
6588,Mon,Southbound,Weekday,Spring,53585,49
6588,Mon,Southbound,Weekday,Summer,63584,59
6588,Mon,Southbound,Weekday,Winter,45743,52
6588,Sat,All directions,Weekend,Autumn,71961,64
6588,Sat,All directions,Weekend,Spring,52340,50
6588,Sat,All directions,Weekend,Summer,60608,59
6588,Sat,All directions,Weekend,Winter,47239,52
6588,Sat,Northbound,Weekend,Autumn,40879,64
6588,Sat,Northbound,Weekend,Spring,31665,50
6588,Sat,Northbound,Weekend,Summer,33831,59
6588,Sat,Northbound,Weekend,Winter,30160,52
6588,Sat,Southbound,Weekend,Autumn,31082,64
6588,Sat,Southbound,Weekend,Spring,20675,50
6588,Sat,Southbound,Weekend,Summer,26777,59
6588,Sat,Southbound,Weekend,Winter,17079,52
6588,Sun,All directions,Weekend,Autumn,61809,65
6588,Sun,All directions,Weekend,Spring,45642,50
6588,Sun,All directions,Weekend,Summer,52771,58
6588,Sun,All directions,Weekend,Winter,41259,52
6588,Sun,Northbound,Weekend,Autumn,35751,65
6588,Sun,Northbound,Weekend,Spring,27901,50
6588,Sun,Northbound,Weekend,Summer,30668,58
6588,Sun,Northbound,Weekend,Winter,26607,52
6588,Sun,Southbound,Weekend,Autumn,26058,65
6588,Sun,Southbound,Weekend,Spring,17741,50
6588,Sun,Southbound,Weekend,Summer,22103,58
6588,Sun,Southbound,Weekend,Winter,14652,52
6588,Thu,All directions,Weekday,Autumn,190949,65
6588,Thu,All directions,Weekday,Spring,132042,49
6588,Thu,All directions,Weekday,Summer,137904,59
6588,Thu,All directions,Weekday,Winter,123585,52
6588,Thu,Northbound,Weekday,Autumn,105746,65
6588,Thu,Northbound,Weekday,Spring,79122,49
6588,Thu,Northbound,Weekday,Summer,77662,59
6588,Thu,Northbound,Weekday,Winter,73689,52
6588,Thu,Southbound,Weekday,Autumn,85203,65
6588,Thu,Southbound,Weekday,Spring,52920,49
6588,Thu,Southbound,Weekday,Summer,60242,59
6588,Thu,Southbound,Weekday,Winter,49896,52
6588,Tue,All directions,Weekday,Autumn,198078,65
6588,Tue,All directions,Weekday,Spring,126072,49
6588,Tue,All directions,Weekday,Summer,149081,59
6588,Tue,All directions,Weekday,Winter,126989,51
6588,Tue,Northbound,Weekday,Autumn,108014,65
6588,Tue,Northbound,Weekday,Spring,73523,49
6588,Tue,Northbound,Weekday,Summer,82235,59
6588,Tue,Northbound,Weekday,Winter,75391,51
6588,Tue,Southbound,Weekday,Autumn,90064,65
6588,Tue,Southbound,Weekday,Spring,52549,49
6588,Tue,Southbound,Weekday,Summer,66846,59
6588,Tue,Southbound,Weekday,Winter,51598,51
6588,Wed,All directions,Weekday,Autumn,198733,65
6588,Wed,All directions,Weekday,Spring,135773,49
6588,Wed,All directions,Weekday,Summer,144889,59
6588,Wed,All directions,Weekday,Winter,128825,52
6588,Wed,Northbound,Weekday,Autumn,109435,65
6588,Wed,Northbound,Weekday,Spring,80037,49
6588,Wed,Northbound,Weekday,Summer,80495,59
6588,Wed,Northbound,Weekday,Winter,76965,52
6588,Wed,Southbound,Weekday,Autumn,89298,65
6588,Wed,Southbound,Weekday,Spring,55736,49
6588,Wed,Southbound,Weekday,Summer,64394,59
6588,Wed,Southbound,Weekday,Winter,51860,52
6592,Fri,All directions,Weekday,Autumn,265729,130
6592,Fri,All directions,Weekday,Spring,193754,110
6592,Fri,All directions,Weekday,Summer,215963,118
6592,Fri,All directions,Weekday,Winter,176675,117
6592,Fri,Northbound,Weekday,Autumn,132639,130
6592,Fri,Northbound,Weekday,Spring,96201,109
6592,Fri,Northbound,Weekday,Summer,107979,117
6592,Fri,Northbound,Weekday,Winter,88770,117
6592,Fri,Southbound,Weekday,Autumn,133090,130
6592,Fri,Southbound,Weekday,Spring,97553,109
6592,Fri,Southbound,Weekday,Summer,107984,116
6592,Fri,Southbound,Weekday,Winter,87905,117
6592,Mon,All directions,Weekday,Autumn,311075,130
6592,Mon,All directions,Weekday,Spring,238315,107
6592,Mon,All directions,Weekday,Summer,277334,118
6592,Mon,All directions,Weekday,Winter,211654,118
6592,Mon,Northbound,Weekday,Autumn,155988,130
6592,Mon,Northbound,Weekday,Spring,119881,107
6592,Mon,Northbound,Weekday,Summer,139626,116
6592,Mon,Northbound,Weekday,Winter,105912,118
6592,Mon,Southbound,Weekday,Autumn,155087,129
6592,Mon,Southbound,Weekday,Spring,118434,107
6592,Mon,Southbound,Weekday,Summer,137708,116
6592,Mon,Southbound,Weekday,Winter,105742,118
6592,Sat,All directions,Weekend,Autumn,143005,128
6592,Sat,All directions,Weekend,Spring,110138,110
6592,Sat,All directions,Weekend,Summer,128982,120
6592,Sat,All directions,Weekend,Winter,106063,118
6592,Sat,Northbound,Weekend,Autumn,71593,128
6592,Sat,Northbound,Weekend,Spring,54822,109
6592,Sat,Northbound,Weekend,Summer,64874,119
6592,Sat,Northbound,Weekend,Winter,52922,118
6592,Sat,Southbound,Weekend,Autumn,71412,128
6592,Sat,Southbound,Weekend,Spring,55316,110
6592,Sat,Southbound,Weekend,Summer,64108,120
6592,Sat,Southbound,Weekend,Winter,53141,118
6592,Sun,All directions,Weekend,Autumn,156850,130
6592,Sun,All directions,Weekend,Spring,137865,106
6592,Sun,All directions,Weekend,Summer,144591,119
6592,Sun,All directions,Weekend,Winter,116388,117
6592,Sun,Northbound,Weekend,Autumn,76630,130
6592,Sun,Northbound,Weekend,Spring,68496,105
6592,Sun,Northbound,Weekend,Summer,72321,116
6592,Sun,Northbound,Weekend,Winter,57735,117
6592,Sun,Southbound,Weekend,Autumn,80220,130
6592,Sun,Southbound,Weekend,Spring,69369,105
6592,Sun,Southbound,Weekend,Summer,72270,118
6592,Sun,Southbound,Weekend,Winter,58653,117
6592,Thu,All directions,Weekday,Autumn,320281,129
6592,Thu,All directions,Weekday,Spring,228859,110
6592,Thu,All directions,Weekday,Summer,276825,121
6592,Thu,All directions,Weekday,Winter,221265,118
6592,Thu,Northbound,Weekday,Autumn,160101,129
6592,Thu,Northbound,Weekday,Spring,114045,109
6592,Thu,Northbound,Weekday,Summer,138923,121
6592,Thu,Northbound,Weekday,Winter,110224,118
6592,Thu,Southbound,Weekday,Autumn,160180,129
6592,Thu,Southbound,Weekday,Spring,114814,108
6592,Thu,Southbound,Weekday,Summer,137902,118
6592,Thu,Southbound,Weekday,Winter,111041,118
6592,Tue,All directions,Weekday,Autumn,355948,130
6592,Tue,All directions,Weekday,Spring,246099,109
6592,Tue,All directions,Weekday,Summer,305595,118
6592,Tue,All directions,Weekday,Winter,233724,117
6592,Tue,Northbound,Weekday,Autumn,178144,130
6592,Tue,Northbound,Weekday,Spring,122457,108
6592,Tue,Northbound,Weekday,Summer,153873,117
6592,Tue,Northbound,Weekday,Winter,116941,117
6592,Tue,Southbound,Weekday,Autumn,177804,130
6592,Tue,Southbound,Weekday,Spring,123642,108
6592,Tue,Southbound,Weekday,Summer,151722,115
6592,Tue,Southbound,Weekday,Winter,116783,117
6592,Wed,All directions,Weekday,Autumn,345563,130
6592,Wed,All directions,Weekday,Spring,247763,106
6592,Wed,All directions,Weekday,Summer,291314,118
6592,Wed,All directions,Weekday,Winter,229125,118
6592,Wed,Northbound,Weekday,Autumn,172855,130
6592,Wed,Northbound,Weekday,Spring,123498,106
6592,Wed,Northbound,Weekday,Summer,145793,116
6592,Wed,Northbound,Weekday,Winter,114431,118
6592,Wed,Southbound,Weekday,Autumn,172708,130
6592,Wed,Southbound,Weekday,Spring,124265,105
6592,Wed,Southbound,Weekday,Summer,145521,117
6592,Wed,Southbound,Weekday,Winter,114694,118
6596,Fri,All directions,Weekday,Autumn,148593,114
6596,Fri,All directions,Weekday,Spring,125751,108
6596,Fri,All directions,Weekday,Summer,154861,111
6596,Fri,All directions,Weekday,Winter,94245,104
6596,Fri,Northbound,Weekday,Autumn,76245,111
