site_xn_route,weekday,direction,weekpart,season,sum_flow,sample_count
10223,Fri,All directions,Weekday,Autumn,45102,130
10223,Fri,All directions,Weekday,Spring,38494,115
10223,Fri,All directions,Weekday,Summer,36536,121
10223,Fri,All directions,Weekday,Winter,31653,117
10223,Fri,Northbound,Weekday,Autumn,22908,130
10223,Fri,Northbound,Weekday,Spring,19472,115
10223,Fri,Northbound,Weekday,Summer,18489,121
10223,Fri,Northbound,Weekday,Winter,15861,117
10223,Fri,Southbound,Weekday,Autumn,22194,130
10223,Fri,Southbound,Weekday,Spring,19022,115
10223,Fri,Southbound,Weekday,Summer,18047,121
10223,Fri,Southbound,Weekday,Winter,15792,117
10223,Mon,All directions,Weekday,Autumn,46120,129
10223,Mon,All directions,Weekday,Spring,36537,114
10223,Mon,All directions,Weekday,Summer,39050,121
10223,Mon,All directions,Weekday,Winter,32060,118
10223,Mon,Northbound,Weekday,Autumn,23452,129
10223,Mon,Northbound,Weekday,Spring,18439,114
10223,Mon,Northbound,Weekday,Summer,19846,121
10223,Mon,Northbound,Weekday,Winter,16134,118
10223,Mon,Southbound,Weekday,Autumn,22668,129
10223,Mon,Southbound,Weekday,Spring,18098,114
10223,Mon,Southbound,Weekday,Summer,19204,121
10223,Mon,Southbound,Weekday,Winter,15926,118
10223,Sat,All directions,Weekend,Autumn,46991,128
10223,Sat,All directions,Weekend,Spring,42551,115
10223,Sat,All directions,Weekend,Summer,42831,122
10223,Sat,All directions,Weekend,Winter,40362,118
10223,Sat,Northbound,Weekend,Autumn,24345,128
10223,Sat,Northbound,Weekend,Spring,22005,115
10223,Sat,Northbound,Weekend,Summer,22394,122
10223,Sat,Northbound,Weekend,Winter,20822,118
10223,Sat,Southbound,Weekend,Autumn,22646,128
10223,Sat,Southbound,Weekend,Spring,20546,115
10223,Sat,Southbound,Weekend,Summer,20437,122
10223,Sat,Southbound,Weekend,Winter,19540,118
10223,Sun,All directions,Weekend,Autumn,63517,130
10223,Sun,All directions,Weekend,Spring,63872,115
10223,Sun,All directions,Weekend,Summer,59636,121
10223,Sun,All directions,Weekend,Winter,53698,117
10223,Sun,Northbound,Weekend,Autumn,33086,130
10223,Sun,Northbound,Weekend,Spring,33232,115
10223,Sun,Northbound,Weekend,Summer,30920,121
10223,Sun,Northbound,Weekend,Winter,27621,117
10223,Sun,Southbound,Weekend,Autumn,30431,130
10223,Sun,Southbound,Weekend,Spring,30640,115
10223,Sun,Southbound,Weekend,Summer,28716,121
10223,Sun,Southbound,Weekend,Winter,26077,117
10223,Thu,All directions,Weekday,Autumn,42426,129
10223,Thu,All directions,Weekday,Spring,38518,114
10223,Thu,All directions,Weekday,Summer,42465,122
10223,Thu,All directions,Weekday,Winter,31991,118
10223,Thu,Northbound,Weekday,Autumn,21444,129
10223,Thu,Northbound,Weekday,Spring,19257,114
10223,Thu,Northbound,Weekday,Summer,21457,122
10223,Thu,Northbound,Weekday,Winter,16064,118
10223,Thu,Southbound,Weekday,Autumn,20982,129
10223,Thu,Southbound,Weekday,Spring,19261,114
10223,Thu,Southbound,Weekday,Summer,21008,122
10223,Thu,Southbound,Weekday,Winter,15927,118
10223,Tue,All directions,Weekday,Autumn,45720,130
10223,Tue,All directions,Weekday,Spring,40526,114
10223,Tue,All directions,Weekday,Summer,45345,121
10223,Tue,All directions,Weekday,Winter,31532,117
10223,Tue,Northbound,Weekday,Autumn,23073,130
10223,Tue,Northbound,Weekday,Spring,20570,114
10223,Tue,Northbound,Weekday,Summer,23160,121
10223,Tue,Northbound,Weekday,Winter,15655,117
10223,Tue,Southbound,Weekday,Autumn,22647,130
10223,Tue,Southbound,Weekday,Spring,19956,114
10223,Tue,Southbound,Weekday,Summer,22185,121
10223,Tue,Southbound,Weekday,Winter,15877,117
10223,Wed,All directions,Weekday,Autumn,44666,130
10223,Wed,All directions,Weekday,Spring,39824,114
10223,Wed,All directions,Weekday,Summer,43448,121
10223,Wed,All directions,Weekday,Winter,31939,118
10223,Wed,Northbound,Weekday,Autumn,22756,130
10223,Wed,Northbound,Weekday,Spring,20311,114
10223,Wed,Northbound,Weekday,Summer,22356,121
10223,Wed,Northbound,Weekday,Winter,16183,118
10223,Wed,Southbound,Weekday,Autumn,21910,130
10223,Wed,Southbound,Weekday,Spring,19513,114
10223,Wed,Southbound,Weekday,Summer,21092,121
10223,Wed,Southbound,Weekday,Winter,15756,118
10225,Fri,All directions,Weekday,Autumn,93583,131
10225,Fri,All directions,Weekday,Spring,71118,114
10225,Fri,All directions,Weekday,Summer,73860,121
10225,Fri,All directions,Weekday,Winter,66096,117
10225,Fri,Northbound,Weekday,Autumn,42888,130
10225,Fri,Northbound,Weekday,Spring,32578,114
10225,Fri,Northbound,Weekday,Summer,34408,121
10225,Fri,Northbound,Weekday,Winter,30357,117
10225,Fri,Southbound,Weekday,Autumn,50695,131
10225,Fri,Southbound,Weekday,Spring,38540,114
10225,Fri,Southbound,Weekday,Summer,39452,121
10225,Fri,Southbound,Weekday,Winter,35739,117
10225,Mon,All directions,Weekday,Autumn,100502,130
10225,Mon,All directions,Weekday,Spring,80539,113
10225,Mon,All directions,Weekday,Summer,83629,121
10225,Mon,All directions,Weekday,Winter,71051,118
10225,Mon,Northbound,Weekday,Autumn,46927,129
10225,Mon,Northbound,Weekday,Spring,37518,113
10225,Mon,Northbound,Weekday,Summer,39462,121
10225,Mon,Northbound,Weekday,Winter,33035,118
10225,Mon,Southbound,Weekday,Autumn,53575,130
10225,Mon,Southbound,Weekday,Spring,43021,113
10225,Mon,Southbound,Weekday,Summer,44167,121
10225,Mon,Southbound,Weekday,Winter,38016,118
10225,Sat,All directions,Weekend,Autumn,42979,129
10225,Sat,All directions,Weekend,Spring,35954,114
10225,Sat,All directions,Weekend,Summer,38079,122
10225,Sat,All directions,Weekend,Winter,32912,118
10225,Sat,Northbound,Weekend,Autumn,20540,128
10225,Sat,Northbound,Weekend,Spring,17021,114
10225,Sat,Northbound,Weekend,Summer,18215,122
10225,Sat,Northbound,Weekend,Winter,15741,118
10225,Sat,Southbound,Weekend,Autumn,22439,129
10225,Sat,Southbound,Weekend,Spring,18933,114
10225,Sat,Southbound,Weekend,Summer,19864,122
10225,Sat,Southbound,Weekend,Winter,17171,118
10225,Sun,All directions,Weekend,Autumn,39966,131
10225,Sun,All directions,Weekend,Spring,34043,114
10225,Sun,All directions,Weekend,Summer,34963,121
10225,Sun,All directions,Weekend,Winter,29013,117
10225,Sun,Northbound,Weekend,Autumn,19228,130
10225,Sun,Northbound,Weekend,Spring,16005,114
10225,Sun,Northbound,Weekend,Summer,16931,121
10225,Sun,Northbound,Weekend,Winter,13934,117
10225,Sun,Southbound,Weekend,Autumn,20738,131
10225,Sun,Southbound,Weekend,Spring,18038,114
10225,Sun,Southbound,Weekend,Summer,18032,121
10225,Sun,Southbound,Weekend,Winter,15079,117
10225,Thu,All directions,Weekday,Autumn,111221,130
10225,Thu,All directions,Weekday,Spring,82067,113
10225,Thu,All directions,Weekday,Summer,87742,122
10225,Thu,All directions,Weekday,Winter,77260,118
10225,Thu,Northbound,Weekday,Autumn,51482,129
10225,Thu,Northbound,Weekday,Spring,38244,113
10225,Thu,Northbound,Weekday,Summer,41461,122
10225,Thu,Northbound,Weekday,Winter,36297,118
10225,Thu,Southbound,Weekday,Autumn,59739,130
10225,Thu,Southbound,Weekday,Spring,43823,113
10225,Thu,Southbound,Weekday,Summer,46281,122
10225,Thu,Southbound,Weekday,Winter,40963,118
10225,Tue,All directions,Weekday,Autumn,115245,131
10225,Tue,All directions,Weekday,Spring,83798,113
10225,Tue,All directions,Weekday,Summer,93488,121
10225,Tue,All directions,Weekday,Winter,79730,117
10225,Tue,Northbound,Weekday,Autumn,53562,130
10225,Tue,Northbound,Weekday,Spring,38810,113
10225,Tue,Northbound,Weekday,Summer,44032,121
10225,Tue,Northbound,Weekday,Winter,37200,117
10225,Tue,Southbound,Weekday,Autumn,61683,131
10225,Tue,Southbound,Weekday,Spring,44988,113
10225,Tue,Southbound,Weekday,Summer,49456,121
10225,Tue,Southbound,Weekday,Winter,42530,117
10225,Wed,All directions,Weekday,Autumn,115618,131
10225,Wed,All directions,Weekday,Spring,84628,113
10225,Wed,All directions,Weekday,Summer,89210,121
10225,Wed,All directions,Weekday,Winter,77760,118
10225,Wed,Northbound,Weekday,Autumn,53310,130
10225,Wed,Northbound,Weekday,Spring,39240,113
10225,Wed,Northbound,Weekday,Summer,41950,121
10225,Wed,Northbound,Weekday,Winter,36129,118
10225,Wed,Southbound,Weekday,Autumn,62308,131
10225,Wed,Southbound,Weekday,Spring,45388,113
10225,Wed,Southbound,Weekday,Summer,47260,121
10225,Wed,Southbound,Weekday,Winter,41631,118
10484,Fri,All directions,Weekday,Autumn,134521,130
10484,Fri,All directions,Weekday,Spring,111268,115
10484,Fri,All directions,Weekday,Summer,127240,121
10484,Fri,All directions,Weekday,Winter,90169,117
10484,Fri,Northbound,Weekday,Autumn,69978,130
10484,Fri,Northbound,Weekday,Spring,56775,115
10484,Fri,Northbound,Weekday,Summer,66451,121
10484,Fri,Northbound,Weekday,Winter,46384,117
10484,Fri,Southbound,Weekday,Autumn,64543,130
10484,Fri,Southbound,Weekday,Spring,54493,115
10484,Fri,Southbound,Weekday,Summer,60789,121
10484,Fri,Southbound,Weekday,Winter,43785,117
10484,Mon,All directions,Weekday,Autumn,144895,129
10484,Mon,All directions,Weekday,Spring,123839,114
10484,Mon,All directions,Weekday,Summer,144846,121
10484,Mon,All directions,Weekday,Winter,100438,118
10484,Mon,Northbound,Weekday,Autumn,75794,129
10484,Mon,Northbound,Weekday,Spring,63327,114
10484,Mon,Northbound,Weekday,Summer,75353,121
10484,Mon,Northbound,Weekday,Winter,52066,118
10484,Mon,Southbound,Weekday,Autumn,69101,129
10484,Mon,Southbound,Weekday,Spring,60512,114
10484,Mon,Southbound,Weekday,Summer,69493,121
10484,Mon,Southbound,Weekday,Winter,48372,118
10484,Sat,All directions,Weekend,Autumn,90416,128
10484,Sat,All directions,Weekend,Spring,80788,115
10484,Sat,All directions,Weekend,Summer,94096,122
10484,Sat,All directions,Weekend,Winter,67240,118
10484,Sat,Northbound,Weekend,Autumn,47652,128
10484,Sat,Northbound,Weekend,Spring,42319,115
10484,Sat,Northbound,Weekend,Summer,49853,122
10484,Sat,Northbound,Weekend,Winter,35001,118
10484,Sat,Southbound,Weekend,Autumn,42764,128
10484,Sat,Southbound,Weekend,Spring,38469,115
10484,Sat,Southbound,Weekend,Summer,44243,122
10484,Sat,Southbound,Weekend,Winter,32239,118
10484,Sun,All directions,Weekend,Autumn,95203,130
10484,Sun,All directions,Weekend,Spring,99542,115
10484,Sun,All directions,Weekend,Summer,103376,121
10484,Sun,All directions,Weekend,Winter,71602,117
10484,Sun,Northbound,Weekend,Autumn,49607,130
10484,Sun,Northbound,Weekend,Spring,51784,115
10484,Sun,Northbound,Weekend,Summer,54104,121
10484,Sun,Northbound,Weekend,Winter,36721,117
10484,Sun,Southbound,Weekend,Autumn,45596,130
10484,Sun,Southbound,Weekend,Spring,47758,115
10484,Sun,Southbound,Weekend,Summer,49272,121
10484,Sun,Southbound,Weekend,Winter,34881,117
10484,Thu,All directions,Weekday,Autumn,150203,129
10484,Thu,All directions,Weekday,Spring,123482,114
10484,Thu,All directions,Weekday,Summer,151327,122
10484,Thu,All directions,Weekday,Winter,105559,118
10484,Thu,Northbound,Weekday,Autumn,78440,129
10484,Thu,Northbound,Weekday,Spring,63164,114
10484,Thu,Northbound,Weekday,Summer,78543,122
10484,Thu,Northbound,Weekday,Winter,54438,118
10484,Thu,Southbound,Weekday,Autumn,71763,129
10484,Thu,Southbound,Weekday,Spring,60318,114
10484,Thu,Southbound,Weekday,Summer,72784,122
10484,Thu,Southbound,Weekday,Winter,51121,118
10484,Tue,All directions,Weekday,Autumn,160165,130
10484,Tue,All directions,Weekday,Spring,129455,114
10484,Tue,All directions,Weekday,Summer,159480,121
10484,Tue,All directions,Weekday,Winter,107376,117
10484,Tue,Northbound,Weekday,Autumn,83504,130
10484,Tue,Northbound,Weekday,Spring,66270,114
10484,Tue,Northbound,Weekday,Summer,83064,121
10484,Tue,Northbound,Weekday,Winter,55619,117
10484,Tue,Southbound,Weekday,Autumn,76661,130
10484,Tue,Southbound,Weekday,Spring,63185,114
10484,Tue,Southbound,Weekday,Summer,76416,121
10484,Tue,Southbound,Weekday,Winter,51757,117
10484,Wed,All directions,Weekday,Autumn,159528,130
10484,Wed,All directions,Weekday,Spring,132066,114
10484,Wed,All directions,Weekday,Summer,155501,121
10484,Wed,All directions,Weekday,Winter,108763,118
10484,Wed,Northbound,Weekday,Autumn,82847,130
10484,Wed,Northbound,Weekday,Spring,67490,114
10484,Wed,Northbound,Weekday,Summer,80519,121
10484,Wed,Northbound,Weekday,Winter,56070,118
10484,Wed,Southbound,Weekday,Autumn,76681,130
10484,Wed,Southbound,Weekday,Spring,64576,114
10484,Wed,Southbound,Weekday,Summer,74982,121
10484,Wed,Southbound,Weekday,Winter,52693,118
10486,Fri,All directions,Weekday,Autumn,238766,130
10486,Fri,All directions,Weekday,Spring,187182,115
10486,Fri,All directions,Weekday,Summer,194291,121
10486,Fri,All directions,Weekday,Winter,163939,117
10486,Fri,Northbound,Weekday,Autumn,119814,129
10486,Fri,Northbound,Weekday,Spring,88038,115
10486,Fri,Northbound,Weekday,Summer,94164,121
10486,Fri,Northbound,Weekday,Winter,80826,117
10486,Fri,Southbound,Weekday,Autumn,118952,114
10486,Fri,Southbound,Weekday,Spring,99144,110
10486,Fri,Southbound,Weekday,Summer,100127,113
10486,Fri,Southbound,Weekday,Winter,83113,100
10486,Mon,All directions,Weekday,Autumn,261370,129
10486,Mon,All directions,Weekday,Spring,210481,114
10486,Mon,All directions,Weekday,Summer,221009,121
10486,Mon,All directions,Weekday,Winter,177801,118
10486,Mon,Northbound,Weekday,Autumn,132214,128
10486,Mon,Northbound,Weekday,Spring,102519,114
10486,Mon,Northbound,Weekday,Summer,108117,121
10486,Mon,Northbound,Weekday,Winter,89104,118
10486,Mon,Southbound,Weekday,Autumn,129156,114
10486,Mon,Southbound,Weekday,Spring,107962,110
10486,Mon,Southbound,Weekday,Summer,112892,115
10486,Mon,Southbound,Weekday,Winter,88697,100
10486,Sat,All directions,Weekend,Autumn,101084,128
10486,Sat,All directions,Weekend,Spring,84267,115
10486,Sat,All directions,Weekend,Summer,91237,122
10486,Sat,All directions,Weekend,Winter,73572,118
10486,Sat,Northbound,Weekend,Autumn,50954,127
10486,Sat,Northbound,Weekend,Spring,40601,115
10486,Sat,Northbound,Weekend,Summer,44034,122
10486,Sat,Northbound,Weekend,Winter,37364,118
10486,Sat,Southbound,Weekend,Autumn,50130,113
10486,Sat,Southbound,Weekend,Spring,43666,106
10486,Sat,Southbound,Weekend,Summer,47203,115
10486,Sat,Southbound,Weekend,Winter,36208,100
10486,Sun,All directions,Weekend,Autumn,91063,130
10486,Sun,All directions,Weekend,Spring,80406,115
10486,Sun,All directions,Weekend,Summer,83817,121
10486,Sun,All directions,Weekend,Winter,65915,117
10486,Sun,Northbound,Weekend,Autumn,47716,129
10486,Sun,Northbound,Weekend,Spring,39604,115
10486,Sun,Northbound,Weekend,Summer,42894,121
10486,Sun,Northbound,Weekend,Winter,33474,117
10486,Sun,Southbound,Weekend,Autumn,43347,112
10486,Sun,Southbound,Weekend,Spring,40802,108
10486,Sun,Southbound,Weekend,Summer,40923,115
10486,Sun,Southbound,Weekend,Winter,32441,99
10486,Thu,All directions,Weekday,Autumn,291935,129
10486,Thu,All directions,Weekday,Spring,217244,114
10486,Thu,All directions,Weekday,Summer,234615,122
10486,Thu,All directions,Weekday,Winter,196345,118
10486,Thu,Northbound,Weekday,Autumn,145663,128
10486,Thu,Northbound,Weekday,Spring,106243,114
10486,Thu,Northbound,Weekday,Summer,116240,122
10486,Thu,Northbound,Weekday,Winter,97966,118
10486,Thu,Southbound,Weekday,Autumn,146272,111
10486,Thu,Southbound,Weekday,Spring,111001,111
10486,Thu,Southbound,Weekday,Summer,118375,115
10486,Thu,Southbound,Weekday,Winter,98379,99
10486,Tue,All directions,Weekday,Autumn,301281,130
10486,Tue,All directions,Weekday,Spring,218775,114
10486,Tue,All directions,Weekday,Summer,246678,121
10486,Tue,All directions,Weekday,Winter,201069,117
10486,Tue,Northbound,Weekday,Autumn,153037,129
10486,Tue,Northbound,Weekday,Spring,107289,114
10486,Tue,Northbound,Weekday,Summer,121737,121
10486,Tue,Northbound,Weekday,Winter,101847,117
10486,Tue,Southbound,Weekday,Autumn,148244,115
10486,Tue,Southbound,Weekday,Spring,111486,109
10486,Tue,Southbound,Weekday,Summer,124941,117
10486,Tue,Southbound,Weekday,Winter,99222,101
10486,Wed,All directions,Weekday,Autumn,302574,130
10486,Wed,All directions,Weekday,Spring,223710,114
10486,Wed,All directions,Weekday,Summer,242015,121
10486,Wed,All directions,Weekday,Winter,201013,118
10486,Wed,Northbound,Weekday,Autumn,151691,129
10486,Wed,Northbound,Weekday,Spring,109242,114
10486,Wed,Northbound,Weekday,Summer,119282,121
10486,Wed,Northbound,Weekday,Winter,100453,118
10486,Wed,Southbound,Weekday,Autumn,150883,115
10486,Wed,Southbound,Weekday,Spring,114468,109
10486,Wed,Southbound,Weekday,Summer,122733,114
10486,Wed,Southbound,Weekday,Winter,100560,103
10488,Fri,All directions,Weekday,Autumn,65616,130
10488,Fri,All directions,Weekday,Spring,51785,115
10488,Fri,All directions,Weekday,Summer,59013,121
10488,Fri,All directions,Weekday,Winter,46706,117
10488,Fri,Northbound,Weekday,Autumn,33798,129
10488,Fri,Northbound,Weekday,Spring,26277,115
10488,Fri,Northbound,Weekday,Summer,29736,121
10488,Fri,Northbound,Weekday,Winter,23782,117
10488,Fri,Southbound,Weekday,Autumn,31818,129
10488,Fri,Southbound,Weekday,Spring,25508,115
10488,Fri,Southbound,Weekday,Summer,29277,121
10488,Fri,Southbound,Weekday,Winter,22924,117
10488,Mon,All directions,Weekday,Autumn,72953,129
10488,Mon,All directions,Weekday,Spring,61414,114
10488,Mon,All directions,Weekday,Summer,70989,121
10488,Mon,All directions,Weekday,Winter,53213,118
10488,Mon,Northbound,Weekday,Autumn,37214,128
10488,Mon,Northbound,Weekday,Spring,30753,114
10488,Mon,Northbound,Weekday,Summer,35196,121
10488,Mon,Northbound,Weekday,Winter,26911,118
10488,Mon,Southbound,Weekday,Autumn,35739,129
10488,Mon,Southbound,Weekday,Spring,30661,114
10488,Mon,Southbound,Weekday,Summer,35793,121
10488,Mon,Southbound,Weekday,Winter,26302,118
10488,Sat,All directions,Weekend,Autumn,31689,128
10488,Sat,All directions,Weekend,Spring,27380,115
10488,Sat,All directions,Weekend,Summer,31531,122
10488,Sat,All directions,Weekend,Winter,24245,118
10488,Sat,Northbound,Weekend,Autumn,16789,127
10488,Sat,Northbound,Weekend,Spring,14641,115
10488,Sat,Northbound,Weekend,Summer,16480,122
10488,Sat,Northbound,Weekend,Winter,13100,118
10488,Sat,Southbound,Weekend,Autumn,14900,128
10488,Sat,Southbound,Weekend,Spring,12739,115
10488,Sat,Southbound,Weekend,Summer,15051,122
10488,Sat,Southbound,Weekend,Winter,11145,118
10488,Sun,All directions,Weekend,Autumn,30466,130
10488,Sun,All directions,Weekend,Spring,29019,115
10488,Sun,All directions,Weekend,Summer,32370,121
10488,Sun,All directions,Weekend,Winter,21530,117
10488,Sun,Northbound,Weekend,Autumn,16650,129
10488,Sun,Northbound,Weekend,Spring,15979,115
10488,Sun,Northbound,Weekend,Summer,17349,121
10488,Sun,Northbound,Weekend,Winter,11652,117
10488,Sun,Southbound,Weekend,Autumn,13816,129
10488,Sun,Southbound,Weekend,Spring,13040,115
10488,Sun,Southbound,Weekend,Summer,15021,121
10488,Sun,Southbound,Weekend,Winter,9878,116
10488,Thu,All directions,Weekday,Autumn,80109,129
10488,Thu,All directions,Weekday,Spring,63318,114
10488,Thu,All directions,Weekday,Summer,75073,122
10488,Thu,All directions,Weekday,Winter,58512,118
10488,Thu,Northbound,Weekday,Autumn,40388,128
10488,Thu,Northbound,Weekday,Spring,31371,114
10488,Thu,Northbound,Weekday,Summer,37052,122
10488,Thu,Northbound,Weekday,Winter,29367,118
10488,Thu,Southbound,Weekday,Autumn,39721,128
10488,Thu,Southbound,Weekday,Spring,31947,114
10488,Thu,Southbound,Weekday,Summer,38021,122
10488,Thu,Southbound,Weekday,Winter,29145,118
10488,Tue,All directions,Weekday,Autumn,86449,130
10488,Tue,All directions,Weekday,Spring,64713,114
10488,Tue,All directions,Weekday,Summer,80785,121
10488,Tue,All directions,Weekday,Winter,60024,117
10488,Tue,Northbound,Weekday,Autumn,43860,129
10488,Tue,Northbound,Weekday,Spring,32147,114
10488,Tue,Northbound,Weekday,Summer,39631,121
10488,Tue,Northbound,Weekday,Winter,30077,117
10488,Tue,Southbound,Weekday,Autumn,42589,130
10488,Tue,Southbound,Weekday,Spring,32566,114
10488,Tue,Southbound,Weekday,Summer,41154,121
10488,Tue,Southbound,Weekday,Winter,29947,117
10488,Wed,All directions,Weekday,Autumn,85247,130
10488,Wed,All directions,Weekday,Spring,66334,114
10488,Wed,All directions,Weekday,Summer,77558,121
10488,Wed,All directions,Weekday,Winter,59331,118
10488,Wed,Northbound,Weekday,Autumn,43113,129
10488,Wed,Northbound,Weekday,Spring,33144,114
10488,Wed,Northbound,Weekday,Summer,38373,121
10488,Wed,Northbound,Weekday,Winter,29792,118
10488,Wed,Southbound,Weekday,Autumn,42134,130
10488,Wed,Southbound,Weekday,Spring,33190,114
10488,Wed,Southbound,Weekday,Summer,39185,121
10488,Wed,Southbound,Weekday,Winter,29539,118
31602,Fri,All directions,Weekday,Autumn,22279,130
31602,Fri,All directions,Weekday,Spring,19864,115
31602,Fri,All directions,Weekday,Summer,16750,121
31602,Fri,All directions,Weekday,Winter,15647,117
31602,Fri,Northbound,Weekday,Autumn,11384,130
31602,Fri,Northbound,Weekday,Spring,10526,115
31602,Fri,Northbound,Weekday,Summer,8782,121
31602,Fri,Northbound,Weekday,Winter,8153,117
31602,Fri,Southbound,Weekday,Autumn,10895,130
31602,Fri,Southbound,Weekday,Spring,9338,115
31602,Fri,Southbound,Weekday,Summer,7968,121
31602,Fri,Southbound,Weekday,Winter,7494,117
31602,Mon,All directions,Weekday,Autumn,22577,129
31602,Mon,All directions,Weekday,Spring,18101,114
31602,Mon,All directions,Weekday,Summer,17832,121
31602,Mon,All directions,Weekday,Winter,16371,118
31602,Mon,Northbound,Weekday,Autumn,11725,129
31602,Mon,Northbound,Weekday,Spring,9493,114
31602,Mon,Northbound,Weekday,Summer,9177,121
31602,Mon,Northbound,Weekday,Winter,8598,118
31602,Mon,Southbound,Weekday,Autumn,10852,129
31602,Mon,Southbound,Weekday,Spring,8608,114
31602,Mon,Southbound,Weekday,Summer,8655,121
31602,Mon,Southbound,Weekday,Winter,7773,118
31602,Sat,All directions,Weekend,Autumn,23727,128
31602,Sat,All directions,Weekend,Spring,22359,115
31602,Sat,All directions,Weekend,Summer,20132,122
31602,Sat,All directions,Weekend,Winter,22220,118
31602,Sat,Northbound,Weekend,Autumn,12373,128
31602,Sat,Northbound,Weekend,Spring,11670,115
31602,Sat,Northbound,Weekend,Summer,10439,122
31602,Sat,Northbound,Weekend,Winter,11757,118
31602,Sat,Southbound,Weekend,Autumn,11354,128
31602,Sat,Southbound,Weekend,Spring,10689,115
31602,Sat,Southbound,Weekend,Summer,9693,122
31602,Sat,Southbound,Weekend,Winter,10463,118
31602,Sun,All directions,Weekend,Autumn,31523,130
31602,Sun,All directions,Weekend,Spring,32873,115
31602,Sun,All directions,Weekend,Summer,27878,121
31602,Sun,All directions,Weekend,Winter,29853,117
31602,Sun,Northbound,Weekend,Autumn,16419,130
31602,Sun,Northbound,Weekend,Spring,17210,115
31602,Sun,Northbound,Weekend,Summer,14606,121
31602,Sun,Northbound,Weekend,Winter,14664,117
31602,Sun,Southbound,Weekend,Autumn,15104,130
31602,Sun,Southbound,Weekend,Spring,15663,115
31602,Sun,Southbound,Weekend,Summer,13272,121
31602,Sun,Southbound,Weekend,Winter,15189,117
31602,Thu,All directions,Weekday,Autumn,20498,129
31602,Thu,All directions,Weekday,Spring,18550,114
31602,Thu,All directions,Weekday,Summer,18655,122
31602,Thu,All directions,Weekday,Winter,15960,118
31602,Thu,Northbound,Weekday,Autumn,10604,129
31602,Thu,Northbound,Weekday,Spring,9740,114
31602,Thu,Northbound,Weekday,Summer,9656,122
31602,Thu,Northbound,Weekday,Winter,8412,118
31602,Thu,Southbound,Weekday,Autumn,9894,129
31602,Thu,Southbound,Weekday,Spring,8810,114
31602,Thu,Southbound,Weekday,Summer,8999,122
31602,Thu,Southbound,Weekday,Winter,7548,118
31602,Tue,All directions,Weekday,Autumn,22362,130
31602,Tue,All directions,Weekday,Spring,20163,114
31602,Tue,All directions,Weekday,Summer,20070,121
31602,Tue,All directions,Weekday,Winter,15712,117
31602,Tue,Northbound,Weekday,Autumn,11810,130
31602,Tue,Northbound,Weekday,Spring,10629,114
31602,Tue,Northbound,Weekday,Summer,10489,121
31602,Tue,Northbound,Weekday,Winter,8377,117
31602,Tue,Southbound,Weekday,Autumn,10552,130
31602,Tue,Southbound,Weekday,Spring,9534,114
31602,Tue,Southbound,Weekday,Summer,9581,121
31602,Tue,Southbound,Weekday,Winter,7335,117
31602,Wed,All directions,Weekday,Autumn,21967,130
31602,Wed,All directions,Weekday,Spring,19897,114
31602,Wed,All directions,Weekday,Summer,20441,121
31602,Wed,All directions,Weekday,Winter,16027,118
31602,Wed,Northbound,Weekday,Autumn,11439,130
31602,Wed,Northbound,Weekday,Spring,10307,114
31602,Wed,Northbound,Weekday,Summer,10658,121
31602,Wed,Northbound,Weekday,Winter,8355,118
31602,Wed,Southbound,Weekday,Autumn,10528,130
31602,Wed,Southbound,Weekday,Spring,9590,114
31602,Wed,Southbound,Weekday,Summer,9783,121
31602,Wed,Southbound,Weekday,Winter,7672,118
31747,Fri,All directions,Weekday,Autumn,4858,130
31747,Fri,All directions,Weekday,Spring,4576,115
31747,Fri,All directions,Weekday,Summer,4950,121
31747,Fri,All directions,Weekday,Winter,3276,117
31747,Fri,Eastbound,Weekday,Autumn,2620,130
31747,Fri,Eastbound,Weekday,Spring,2494,115
31747,Fri,Eastbound,Weekday,Summer,2614,121
31747,Fri,Eastbound,Weekday,Winter,1755,117
31747,Fri,Westbound,Weekday,Autumn,2238,130
31747,Fri,Westbound,Weekday,Spring,2082,114
31747,Fri,Westbound,Weekday,Summer,2336,121
31747,Fri,Westbound,Weekday,Winter,1521,115
31747,Mon,All directions,Weekday,Autumn,5094,129
31747,Mon,All directions,Weekday,Spring,4908,114
31747,Mon,All directions,Weekday,Summer,5168,121
31747,Mon,All directions,Weekday,Winter,3856,118
31747,Mon,Eastbound,Weekday,Autumn,2738,129
31747,Mon,Eastbound,Weekday,Spring,2635,114
31747,Mon,Eastbound,Weekday,Summer,2744,121
31747,Mon,Eastbound,Weekday,Winter,2014,117
31747,Mon,Westbound,Weekday,Autumn,2356,129
31747,Mon,Westbound,Weekday,Spring,2273,114
31747,Mon,Westbound,Weekday,Summer,2424,121
31747,Mon,Westbound,Weekday,Winter,1842,116
31747,Sat,All directions,Weekend,Autumn,5122,128
31747,Sat,All directions,Weekend,Spring,5492,115
31747,Sat,All directions,Weekend,Summer,5225,122
31747,Sat,All directions,Weekend,Winter,4731,118
31747,Sat,Eastbound,Weekend,Autumn,2716,128
31747,Sat,Eastbound,Weekend,Spring,2859,115
31747,Sat,Eastbound,Weekend,Summer,2785,122
31747,Sat,Eastbound,Weekend,Winter,2502,118
31747,Sat,Westbound,Weekend,Autumn,2406,127
31747,Sat,Westbound,Weekend,Spring,2633,115
